credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year,six_month_interval_label
773,2020-07-01,1,P,20-<30,205000,3.25,77400,P,360,0,,80.0,79.0,2,1,45-54,130476,0,0,2
782,2020-07-01,1,P,20-<30,495000,3.125,92600,R,360,0,,47.0,180.0,5,1,35-44,1753163,0,0,2
811,2020-07-01,1,P,20-<30,495000,3.125,92600,R,360,0,,47.0,180.0,5,1,35-44,1753163,0,0,2
811,2020-06-01,1,P,43,175000,3.75,34200,P,360,0,,70.0,58.0,5,2,35-44,1772244,0,0,1
676,2020-07-01,1,P,30-<36,375000,3.75,94500,R,360,0,,46.0,91.0,6,1,35-44,3542554,0,0,2
796,2020-07-01,1,P,<20,185000,3.0,75000,R,360,0,,54.833,88.0,2,2,35-44,4563832,0,0,2
703,2020-07-01,1,P,42,175000,2.75,77600,R,180,0,,61.655,68.0,5,2,45-54,4571386,0,0,2
797,2020-06-01,1,P,30-<36,365000,3.25,33300,P,360,0,,72.0,172.0,5,2,45-54,2283750,0,0,1
745,2020-06-01,1,P,30-<36,435000,3.375,92600,R,360,0,,44.214,122.0,2,2,45-54,4570167,0,0,1
719,2020-07-01,1,P,30-<36,435000,3.375,92600,R,360,0,,44.214,122.0,2,2,45-54,4570167,0,0,2
695,2020-06-01,1,P,30-<36,325000,3.375,91300,R,360,0,,44.247,95.0,5,1,35-44,982347,0,0,1
729,2020-07-01,1,P,20-<30,295000,3.25,32700,R,360,0,,67.99,142.0,2,1,35-44,2957061,0,0,2
786,2020-07-01,1,P,30-<36,405000,3.375,32700,R,360,0,,64.0,137.0,6,2,55-64,1971347,0,0,2
731,2020-07-01,1,P,30-<36,395000,3.5,75000,P,360,0,,80.0,118.0,5,1,35-44,4229929,0,0,2
811,2020-07-01,1,P,30-<36,195000,3.25,78200,P,360,0,,83.0,50.0,5,1,35-44,4781331,0,0,2
787,2020-07-01,1,P,20-<30,295000,3.375,33800,P,360,0,,95.0,98.0,5,2,55-64,756070,0,0,2
758,2020-07-01,1,P,20-<30,485000,3.25,75000,R,360,0,,75.0,173.0,5,1,45-54,312072,0,0,2
751,2020-07-01,1,P,20-<30,485000,3.25,75000,R,360,0,,75.0,173.0,5,1,45-54,312072,0,0,2
686,2020-07-01,1,P,30-<36,215000,3.75,77300,R,360,0,,58.56,135.0,5,1,35-44,646894,0,0,2
777,2020-07-01,1,P,20-<30,355000,2.75,94900,R,180,0,,45.92,194.0,5,1,45-54,3899306,0,0,2
724,2020-07-01,1,P,30-<36,455000,3.75,91700,R,360,0,,31.54,222.0,1,2,45-54,3670853,0,0,2
696,2020-07-01,1,P,30-<36,165000,3.375,34200,P,360,0,,61.538,58.0,5,2,55-64,1618613,0,0,2
793,2020-07-01,1,P,20-<30,415000,3.25,92100,R,360,0,,42.121,185.0,5,1,55-64,2715462,0,0,2
697,2020-06-01,1,P,20-<30,415000,3.25,92100,R,360,0,,42.121,185.0,5,1,55-64,2715462,0,0,1
788,2020-07-01,1,P,20-<30,415000,3.25,92100,R,360,0,,42.121,185.0,5,1,55-64,2715462,0,0,2
789,2020-08-01,1,P,20-<30,415000,3.25,92100,R,360,0,,42.121,185.0,5,1,55-64,2715462,0,0,2
664,2020-07-01,1,P,30-<36,225000,4.0,77300,P,360,0,,96.5,101.0,5,1,35-44,3243346,0,0,2
760,2020-06-01,1,P,30-<36,295000,3.5,76000,P,360,0,,95.0,75.0,5,1,25-34,3526831,0,0,1
778,2020-08-01,1,P,30-<36,295000,3.5,76000,P,360,0,,95.0,75.0,5,1,25-34,3526831,0,0,2
799,2020-06-01,1,P,39,455000,3.25,92100,R,360,0,,70.0,165.0,6,1,45-54,382714,0,0,1
760,2020-07-01,1,P,30-<36,265000,2.75,78600,R,180,0,,59.0,109.0,5,1,35-44,391591,0,0,2
785,2020-07-01,1,P,20-<30,225000,3.375,32100,R,360,0,,78.947,75.0,5,2,35-44,2577392,0,0,2
659,2020-07-01,1,P,20-<30,225000,3.375,32100,R,360,0,,78.947,75.0,5,2,35-44,2577392,0,0,2
805,2020-07-01,1,P,37,185000,2.625,77400,R,180,0,,58.281,111.0,3,1,35-44,4369898,0,0,2
743,2020-07-01,1,P,20-<30,235000,3.25,94500,R,360,0,,35.0,105.0,3,2,55-64,2012034,0,0,2
778,2020-07-01,1,P,30-<36,625000,3.375,94500,R,360,0,,27.437,209.0,2,1,35-44,2340192,0,0,2
694,2020-07-01,1,P,20-<30,255000,3.5,12000,P,360,0,,60.0,111.0,5,1,35-44,3539835,0,0,2
765,2020-06-01,1,P,20-<30,275000,3.375,75200,R,360,0,,80.0,210.0,3,2,35-44,3717061,0,0,1
798,2020-06-01,1,P,20-<30,265000,3.125,13000,P,360,0,,79.855,112.0,5,1,25-34,1183941,0,0,1
727,2020-07-01,1,P,20-<30,275000,3.625,76000,R,360,0,,82.973,107.0,5,1,35-44,1205570,0,0,2
684,2020-06-01,1,P,30-<36,215000,3.99,77300,P,360,0,,80.0,91.0,5,1,55-64,4141375,0,0,1
769,2020-07-01,1,P,20-<30,105000,3.5,32100,P,360,0,,96.5,73.0,5,1,65-74,1214764,0,0,2
723,2020-07-01,1,P,40,265000,2.25,77300,R,180,0,,70.526,120.0,6,2,65-74,3040471,0,0,2
806,2020-07-01,1,P,42,265000,3.25,75000,R,360,0,,,121.0,6,1,35-44,1869555,0,0,2
781,2020-07-01,1,P,<20,165000,3.375,95600,R,360,0,,18.99,83.0,5,1,55-64,709198,0,0,2
717,2020-07-01,1,P,48,435000,2.99,92000,R,360,0,,69.0,77.0,5,2,45-54,1990289,0,0,2
763,2020-07-01,1,P,44,165000,3.25,94500,R,360,0,,16.22,37.0,5,1,55-64,1233094,0,0,2
756,2020-07-01,1,P,44,295000,3.375,76000,P,360,0,,97.0,62.0,5,1,25-34,311603,0,0,2
799,2020-07-01,1,P,<20,345000,3.25,76000,R,360,0,,55.393,317.0,3,2,35-44,3197724,0,0,2
716,2020-07-01,1,P,30-<36,285000,3.375,78600,P,360,0,,80.0,85.0,5,1,>74,1055780,0,0,2
746,2020-08-01,1,P,38,75000,3.125,14800,P,360,0,,96.5,89.0,5,2,45-54,3577191,0,0,2
735,2020-07-01,1,P,46,565000,3.25,92000,R,360,0,,60.0,85.0,5,2,55-64,1002663,0,0,2
749,2020-07-01,1,P,40,195000,3.375,78200,P,360,0,,96.5,60.0,6,1,25-34,3466413,0,0,2
793,2020-07-01,1,P,30-<36,285000,2.75,11500,R,180,0,,48.696,114.0,2,2,35-44,297687,0,0,2
757,2020-06-01,1,P,30-<36,195000,3.5,34600,P,360,0,,39.02,112.0,5,1,>74,4386423,0,0,1
777,2020-07-01,1,P,49,485000,3.375,92000,R,360,0,,53.378,71.0,5,1,25-34,4386491,0,0,2
800,2020-07-01,1,P,49,485000,3.375,92000,R,360,1,2021-03-01,53.378,71.0,5,1,25-34,4386491,0,1,2
733,2020-07-01,1,P,41,485000,3.625,95600,P,360,0,,93.769,123.0,6,2,45-54,1782657,0,0,2
741,2020-07-01,1,P,20-<30,765000,3.625,94500,R,360,0,,59.07,379.0,5,1,55-64,1857048,0,0,2
771,2020-07-01,1,P,38,165000,3.625,93700,R,360,0,,55.0,85.0,5,2,45-54,1004127,0,0,2
744,2020-06-01,1,P,30-<36,275000,3.125,90200,R,360,0,,55.0,64.0,6,1,25-34,4196075,0,0,1
763,2020-07-01,1,P,20-<30,295000,3.125,75000,P,360,0,,56.245,131.0,6,1,45-54,4379361,0,0,2
805,2020-07-01,1,P,20-<30,395000,3.125,91300,R,360,0,,61.0,150.0,2,1,35-44,380582,0,0,2
804,2020-07-01,1,P,20-<30,275000,3.375,75000,R,360,0,,69.27,187.0,5,1,25-34,2842838,0,0,2
720,2020-06-01,1,P,20-<30,275000,3.375,75000,R,360,0,,69.27,187.0,5,1,25-34,2842838,0,0,1
711,2020-08-01,1,P,20-<30,275000,3.375,75000,R,360,1,2021-01-01,69.27,187.0,5,1,25-34,2842838,1,1,2
787,2020-07-01,1,P,20-<30,285000,3.375,33400,R,360,0,,74.342,95.0,5,2,45-54,216312,0,0,2
766,2020-06-01,1,P,20-<30,285000,3.375,33400,R,360,0,,74.342,95.0,5,2,45-54,216312,0,0,1
699,2020-07-01,1,P,45,365000,3.75,75000,P,360,0,,62.827,95.0,5,1,35-44,3712696,0,0,2
766,2020-07-01,1,P,49,305000,3.5,34700,P,360,0,,52.4,130.0,5,1,65-74,546536,0,0,2
779,2020-07-01,1,P,20-<30,345000,3.625,75000,R,360,0,,60.0,286.0,2,1,35-44,4288380,0,0,2
804,2020-07-01,1,P,20-<30,415000,3.25,91900,R,360,0,,,129.0,5,1,65-74,3185656,0,0,2
728,2020-08-01,1,P,20-<30,415000,3.25,91900,R,360,0,,,129.0,5,1,65-74,3185656,0,0,2
783,2020-06-01,1,P,39,175000,3.625,14200,P,360,0,,95.0,45.0,5,2,55-64,3924219,0,0,1
807,2020-07-01,1,P,20-<30,465000,2.875,95100,R,360,0,,34.412,168.0,2,1,25-34,3382071,0,0,2
798,2020-07-01,1,P,20-<30,75000,2.875,77000,R,180,0,,37.0,45.0,3,2,65-74,398008,0,0,2
751,2020-07-01,1,P,30-<36,455000,3.125,95300,R,360,0,,69.538,149.0,5,2,55-64,1203873,0,0,2
780,2020-07-01,1,P,20-<30,695000,3.625,95000,R,360,0,,41.243,210.0,5,1,55-64,4839623,0,0,2
784,2020-07-01,1,P,30-<36,215000,3.875,33900,R,360,0,,59.028,51.0,6,2,25-34,4832957,0,0,2
660,2020-07-01,1,P,48,315000,3.375,94000,R,360,0,,23.367,152.0,5,2,55-64,3157183,0,0,2
773,2020-06-01,1,P,20-<30,265000,3.25,32700,R,240,0,,60.0,132.0,5,2,25-34,3580269,0,0,1
774,2020-07-01,1,P,30-<36,495000,3.25,10500,P,360,0,,85.0,144.0,5,1,45-54,480058,0,0,2
657,2020-07-01,1,P,20-<30,425000,3.5,11500,R,360,0,,77.064,141.0,5,2,45-54,2495982,0,0,2
806,2020-07-01,1,P,20-<30,265000,3.875,32800,R,360,0,,59.932,157.0,5,2,45-54,4091909,0,0,2
783,2020-07-01,1,P,30-<36,265000,3.375,91700,R,360,0,,49.06,84.0,2,2,35-44,3115724,0,0,2
775,2020-07-01,1,P,30-<36,265000,3.375,91700,R,360,0,,49.06,84.0,2,2,35-44,3115724,0,0,2
758,2020-07-01,1,P,20-<30,335000,2.99,91300,R,360,0,,61.85,150.0,3,1,45-54,2067019,0,0,2
799,2020-08-01,1,P,20-<30,335000,2.99,91300,R,360,0,,61.85,150.0,3,1,45-54,2067019,0,0,2
793,2020-07-01,1,P,30-<36,495000,3.25,94500,R,360,0,,31.382,118.0,2,1,65-74,4369262,0,0,2
791,2020-07-01,1,P,30-<36,495000,3.25,94500,R,360,0,,31.382,118.0,2,1,65-74,4369262,0,0,2
674,2020-07-01,1,P,30-<36,525000,3.625,91900,R,360,0,,72.47,132.0,2,2,45-54,559659,0,0,2
737,2020-07-01,1,P,20-<30,265000,2.625,11200,R,180,0,,30.056,249.0,5,1,55-64,4368847,0,0,2
792,2020-07-01,1,P,30-<36,285000,3.25,92300,R,360,0,,48.966,75.0,6,2,35-44,1228900,0,0,2
804,2020-07-01,1,P,20-<30,495000,3.0,94500,R,360,0,,28.27,164.0,5,2,35-44,3884315,0,0,2
755,2020-07-01,1,P,20-<30,75000,2.875,78200,R,180,0,,25.147,64.0,6,1,65-74,1537417,0,0,2
696,2020-07-01,1,P,20-<30,195000,3.125,95800,R,360,0,,13.919,28.0,5,1,65-74,753267,0,0,2
785,2020-07-01,1,P,20-<30,195000,3.125,95800,R,360,0,,13.919,28.0,5,1,65-74,753267,0,0,2
710,2020-06-01,1,P,43,75000,3.625,76200,P,360,0,,35.023,46.0,6,1,65-74,4707536,0,0,1
812,2020-07-01,1,P,30-<36,275000,3.625,95600,R,360,0,,70.0,97.0,5,1,25-34,2313782,0,0,2
669,2020-07-01,1,P,30-<36,105000,3.375,75000,R,180,0,,30.942,123.0,5,2,45-54,1798513,0,0,2
765,2020-07-01,1,P,20-<30,95000,3.25,77000,R,360,0,,78.478,41.0,3,2,55-64,3679612,0,0,2
773,2020-07-01,1,P,30-<36,345000,3.125,76200,R,360,0,,37.889,122.0,2,1,45-54,4054824,0,0,2
690,2020-07-01,1,P,20-<30,175000,3.375,76100,R,360,0,,66.696,102.0,5,2,25-34,311664,0,0,2
731,2020-07-01,1,P,30-<36,545000,3.375,94500,R,360,0,,24.819,133.0,5,2,35-44,2731086,0,0,2
684,2020-08-01,1,P,30-<36,545000,3.375,94500,R,360,0,,24.819,133.0,5,2,35-44,2731086,0,0,2
789,2020-07-01,1,P,20-<30,245000,3.125,32000,R,360,0,,66.65,151.0,5,2,35-44,648781,0,0,2
642,2020-07-01,1,P,40,275000,3.25,75000,P,360,0,,97.0,67.0,5,2,25-34,3895965,0,0,2
691,2020-07-01,1,P,30-<36,255000,3.5,32700,R,360,0,,66.581,108.0,5,1,55-64,48791,0,0,2
748,2020-07-01,1,P,30-<36,255000,3.5,77500,R,360,0,,72.0,110.0,6,1,35-44,2047757,0,0,2
770,2020-07-01,1,P,30-<36,485000,3.25,92100,R,360,0,,53.38,189.0,5,2,25-34,134233,0,0,2
808,2020-06-01,1,P,30-<36,485000,3.25,92100,R,360,0,,53.38,189.0,5,2,25-34,134233,0,0,1
796,2020-07-01,1,P,30-<36,265000,2.25,76000,R,180,0,,56.129,157.0,5,1,35-44,3040776,0,0,2
767,2020-07-01,1,P,44,345000,3.5,95600,R,360,0,,60.0,148.0,6,1,35-44,380055,0,0,2
804,2020-07-01,1,P,30-<36,135000,3.0,77400,R,180,0,,46.4,61.0,3,2,55-64,1567840,0,0,2
803,2020-06-01,1,P,20-<30,285000,3.125,94500,R,180,0,,42.576,177.0,3,1,35-44,2507839,0,0,1
800,2020-07-01,1,P,20-<30,695000,3.99,92000,P,360,0,,96.5,264.0,6,1,35-44,2970510,0,0,2
700,2020-07-01,1,P,30-<36,295000,3.0,95600,R,360,0,,58.0,79.0,6,1,45-54,1053397,0,0,2
803,2020-07-01,1,P,30-<36,185000,3.5,33400,R,240,0,,69.962,76.0,6,1,35-44,3759129,0,0,2
706,2020-07-01,1,P,30-<36,505000,3.5,11500,P,360,0,,95.0,205.0,6,2,25-34,3638756,0,0,2
757,2020-07-01,1,P,20-<30,105000,3.125,34200,R,180,0,,59.0,80.0,5,1,55-64,1997305,0,0,2
755,2020-07-01,1,P,30-<36,175000,3.125,34200,R,180,0,,29.9,92.0,5,1,45-54,2923703,0,0,2
800,2020-06-01,1,P,47,255000,3.25,92500,R,360,0,,70.792,68.0,6,2,35-44,3415710,0,0,1
802,2020-07-01,1,P,20-<30,195000,3.375,76100,P,360,0,,51.32,151.0,5,2,25-34,2328776,0,0,2
712,2020-07-01,1,P,20-<30,195000,3.375,76100,P,360,0,,51.32,151.0,5,2,25-34,2328776,0,0,2
762,2020-06-01,1,P,20-<30,165000,2.75,75000,R,180,0,,58.18,128.0,1,2,45-54,2943162,0,0,1
733,2020-07-01,1,P,30-<36,335000,2.625,95100,R,180,0,,34.75,167.0,5,2,45-54,4346076,0,0,2
808,2020-07-01,1,P,20-<30,465000,3.25,94500,R,360,0,,58.0,199.0,5,1,35-44,881401,0,0,2
812,2020-07-01,1,P,30-<36,145000,3.5,33800,R,360,0,,46.0,90.0,5,1,65-74,3362252,0,0,2
789,2020-07-01,1,P,20-<30,285000,3.25,75000,P,360,0,,87.234,113.0,5,2,35-44,3815390,0,0,2
802,2020-07-01,1,P,20-<30,225000,3.5,92300,R,360,0,,45.0,75.0,6,2,25-34,3281188,0,0,2
797,2020-06-01,1,P,<20,455000,3.25,94500,R,360,0,,51.0,249.0,5,1,25-34,1064120,0,0,1
783,2020-07-01,1,P,<20,385000,2.625,92600,R,180,0,,48.125,259.0,5,1,45-54,1666920,0,0,2
774,2020-07-01,1,P,20-<30,505000,3.375,91700,R,360,0,,75.758,153.0,6,2,25-34,4195922,0,0,2
681,2020-07-01,1,P,20-<30,225000,3.5,12000,P,180,0,,80.0,109.0,5,1,35-44,1547786,0,0,2
791,2020-06-01,1,P,30-<36,555000,3.25,94500,R,360,0,,86.406,137.0,6,1,35-44,3076645,0,0,1
733,2020-07-01,1,P,30-<36,175000,2.75,95700,R,180,0,,38.66,89.0,5,2,65-74,133596,0,0,2
643,2020-07-01,1,P,40,505000,3.5,90600,R,360,0,,69.103,94.0,2,1,45-54,1215113,0,0,2
676,2020-07-01,1,P,20-<30,205000,3.875,95300,R,360,0,,50.169,73.0,5,1,35-44,3426146,0,0,2
745,2020-06-01,1,P,49,225000,3.875,78600,R,360,1,2020-09-01,74.561,110.0,5,2,35-44,4243172,1,1,1
792,2020-07-01,1,P,20-<30,295000,2.625,94500,R,180,0,,60.0,140.0,5,1,35-44,1995276,0,0,2
783,2020-08-01,1,P,20-<30,295000,2.625,94500,R,180,0,,60.0,140.0,5,1,35-44,1995276,0,0,2
707,2020-07-01,1,P,30-<36,195000,3.625,33800,R,360,0,,67.119,142.0,5,2,45-54,220516,0,0,2
757,2020-07-01,1,P,43,165000,3.875,76100,R,360,0,,71.46,39.0,3,2,65-74,1963667,0,0,2
769,2020-07-01,1,P,20-<30,445000,3.25,95600,R,360,0,,74.867,131.0,2,1,25-34,1226772,0,0,2
806,2020-07-01,1,P,20-<30,95000,3.5,14600,P,360,0,,76.93,144.0,5,1,55-64,2180009,0,0,2
747,2020-07-01,1,P,38,145000,3.625,78100,R,360,0,,71.471,88.0,5,2,25-34,448986,0,0,2
701,2020-07-01,1,P,43,375000,2.875,91300,R,180,0,,29.802,86.0,5,1,55-64,1232447,0,0,2
749,2020-07-01,1,P,30-<36,465000,3.125,77000,P,360,0,,100.0,175.0,6,1,25-34,245841,0,0,2
785,2020-07-01,1,P,20-<30,205000,3.25,10900,R,360,0,,36.69,174.0,5,1,45-54,1168489,0,0,2
693,2020-07-01,1,P,39,505000,3.375,90700,R,360,0,,,90.0,6,2,25-34,1866076,0,0,2
705,2020-06-01,1,P,30-<36,305000,3.375,76000,P,360,0,,80.0,144.0,5,2,35-44,3626302,0,0,1
687,2020-07-01,1,P,<20,85000,3.375,32700,R,360,0,,63.84,79.0,2,1,65-74,134899,0,0,2
735,2020-07-01,1,P,37,495000,3.25,91300,R,360,0,,80.0,123.0,6,1,25-34,2491152,0,0,2
750,2020-07-01,1,P,30-<36,225000,3.25,33700,R,360,0,,64.0,69.0,5,2,25-34,2005596,0,0,2
776,2020-07-01,1,P,30-<36,245000,3.5,92500,R,360,0,,37.5,60.0,5,2,65-74,3750892,0,0,2
802,2020-07-01,1,P,20-<30,295000,3.375,92000,R,240,0,,42.0,133.0,5,2,45-54,1760487,0,0,2
796,2020-06-01,1,P,20-<30,205000,3.125,78600,R,360,0,,63.65,72.0,5,1,25-34,2157079,0,0,1
719,2020-07-01,1,P,30-<36,485000,3.375,76000,P,360,0,,95.0,333.0,5,1,25-34,2652885,0,0,2
796,2020-07-01,1,P,30-<36,175000,3.125,77500,R,360,0,,67.308,93.0,5,1,25-34,4077814,0,0,2
807,2020-07-01,1,P,30-<36,405000,3.25,95600,R,360,0,,58.69,192.0,5,1,35-44,1857642,0,0,2
741,2020-08-01,1,P,30-<36,405000,3.25,95600,R,360,1,2021-07-01,58.69,192.0,5,1,35-44,1857642,0,1,2
621,2020-07-01,1,P,20-<30,445000,3.375,91300,R,360,0,,46.57,172.0,5,1,35-44,2073804,0,0,2
748,2020-06-01,1,P,20-<30,445000,3.375,91300,R,360,0,,46.57,172.0,5,1,35-44,2073804,0,0,1
802,2020-07-01,1,P,30-<36,375000,3.25,91900,R,360,0,,50.88,101.0,6,1,45-54,3319877,0,0,2
710,2020-08-01,1,P,30-<36,375000,3.25,91900,R,360,0,,50.88,101.0,6,1,45-54,3319877,0,0,2
799,2020-07-01,1,P,43,325000,3.5,94500,R,360,0,,42.16,61.0,5,2,55-64,2577419,0,0,2
732,2020-07-01,1,P,30-<36,455000,3.5,95600,R,360,0,,93.399,162.0,2,2,55-64,4621911,0,0,2
756,2020-07-01,1,P,20-<30,175000,2.625,95900,R,180,0,,51.0,85.0,5,1,65-74,384095,0,0,2
781,2020-07-01,1,P,20-<30,255000,2.625,75000,R,180,0,,56.818,187.0,5,1,55-64,3042026,0,0,2
777,2020-07-01,1,P,20-<30,175000,2.5,77000,R,180,0,,70.816,99.0,5,1,35-44,4285538,0,0,2
761,2020-07-01,1,P,30-<36,335000,2.625,33600,R,180,0,,51.136,249.0,5,1,35-44,2904947,0,0,2
783,2020-07-01,1,P,30-<36,135000,3.25,77300,R,360,0,,68.419,43.0,2,2,35-44,1604545,0,0,2
790,2020-07-01,1,P,20-<30,385000,3.375,95400,R,360,0,,68.99,164.0,5,1,45-54,430463,0,0,2
714,2020-07-01,1,P,44,445000,3.25,91700,R,360,0,,73.12,102.0,6,1,35-44,3915676,0,0,2
733,2020-08-01,1,P,44,445000,3.25,91700,R,360,1,2022-12-01,73.12,102.0,6,1,35-44,3915676,0,0,2
791,2020-06-01,1,P,38,645000,3.5,95000,R,360,0,,34.97,131.0,2,1,55-64,1777288,0,0,1
696,2020-07-01,1,P,20-<30,355000,3.5,95600,R,360,0,,62.281,106.0,5,2,65-74,2637438,0,0,2
776,2020-06-01,1,P,20-<30,675000,3.25,94500,P,360,0,,80.0,261.0,5,2,25-34,2339550,0,0,1
712,2020-07-01,1,P,42,205000,4.0,78200,P,360,0,,100.43,60.0,6,1,25-34,2776821,0,0,2
788,2020-07-01,1,P,48,455000,3.125,95600,P,360,0,,65.019,84.0,5,2,65-74,2483724,0,0,2
783,2020-06-01,1,P,20-<30,295000,3.375,77400,P,360,0,,85.0,161.0,5,1,25-34,2179698,0,0,1
740,2020-07-01,1,P,20-<30,295000,3.375,77400,P,360,0,,85.0,161.0,5,1,25-34,2179698,0,0,2
796,2020-07-01,1,P,20-<30,205000,3.375,33900,P,360,0,,93.258,77.0,5,1,35-44,3102639,0,0,2
743,2020-07-01,1,P,20-<30,475000,3.375,75200,R,360,0,,74.686,150.0,6,2,25-34,3327914,0,0,2
729,2020-06-01,1,P,20-<30,105000,3.125,13200,P,360,0,,97.0,134.0,5,2,25-34,164332,0,0,1
794,2020-06-01,1,S,20-<30,115000,3.5,32000,P,360,0,,31.734,100.0,5,1,65-74,3822963,0,0,1
715,2020-07-01,1,P,20-<30,385000,3.75,95700,P,360,0,,95.0,298.0,5,1,25-34,1221084,0,0,2
726,2020-07-01,1,P,20-<30,365000,3.25,33400,P,360,0,,89.995,436.0,5,1,35-44,1654212,0,0,2
767,2020-06-01,1,P,30-<36,445000,3.375,95600,P,360,0,,100.0,177.0,5,1,65-74,1754570,0,0,1
648,2020-07-01,1,P,49,195000,3.5,34600,P,360,0,,92.857,33.0,5,2,<25,3097075,0,0,2
759,2020-06-01,1,P,30-<36,335000,3.375,33400,R,360,0,,58.0,116.0,3,1,25-34,1603471,0,0,1
794,2020-07-01,1,P,44,455000,3.25,95700,P,360,0,,90.0,160.0,5,1,25-34,882509,0,0,2
689,2020-07-01,1,P,20-<30,155000,3.75,92500,R,360,0,,,77.0,6,1,45-54,22215,0,0,2
763,2020-07-01,1,P,45,125000,3.375,78600,P,360,0,,34.34,67.0,5,2,55-64,1818485,0,0,2
678,2020-07-01,1,P,48,285000,3.375,95300,R,360,0,,87.655,55.0,5,2,35-44,3813260,0,0,2
812,2020-07-01,1,P,40,305000,3.375,91700,R,360,0,,59.608,54.0,6,2,55-64,1218801,0,0,2
786,2020-07-01,1,P,47,425000,3.375,95600,P,360,0,,85.0,59.0,3,2,45-54,3331459,0,0,2
784,2020-07-01,1,P,43,265000,3.375,94500,R,360,0,,50.839,48.0,3,2,65-74,704472,0,0,2
747,2020-07-01,1,P,30-<36,185000,3.375,77000,P,360,0,,95.0,52.0,6,2,25-34,3827034,0,0,2
707,2020-07-01,1,P,30-<36,185000,3.375,77000,P,360,1,2020-11-01,95.0,52.0,6,2,25-34,3827034,1,1,2
732,2020-07-01,1,P,30-<36,285000,3.5,32700,P,360,0,,80.0,74.0,6,2,35-44,3773543,0,0,2
738,2020-07-01,1,P,30-<36,305000,3.375,32400,P,360,0,,100.0,97.0,5,1,55-64,3871504,0,0,2
709,2020-07-01,1,P,42,315000,3.75,32500,P,360,0,,100.0,88.0,5,1,25-34,1938056,0,0,2
759,2020-07-01,1,P,47,235000,3.25,77300,P,360,0,,90.0,48.0,6,2,<25,3821431,0,0,2
783,2020-07-01,1,P,20-<30,325000,3.375,11700,P,360,0,,95.0,86.0,6,1,35-44,132417,0,0,2
805,2020-06-01,1,P,30-<36,765000,3.25,92600,R,360,0,,80.0,154.0,5,1,25-34,1210411,0,0,1
823,2020-06-01,1,P,30-<36,765000,3.25,92600,R,360,0,,80.0,154.0,5,1,25-34,1210411,0,0,1
744,2020-07-01,1,P,30-<36,515000,3.25,92600,R,360,0,,69.17,170.0,5,2,35-44,541280,0,0,2
802,2020-07-01,1,P,20-<30,375000,3.125,77300,R,360,0,,83.383,283.0,6,2,55-64,3705958,0,0,2
806,2020-07-01,1,P,30-<36,175000,3.5,77300,P,360,0,,95.0,59.0,6,1,25-34,130918,0,0,2
794,2020-07-01,1,P,<20,315000,3.25,75000,P,360,0,,80.0,204.0,2,2,25-34,4779165,0,0,2
762,2020-07-01,1,P,20-<30,165000,2.875,76000,R,180,0,,58.0,171.0,5,1,35-44,1065639,0,0,2
779,2020-07-01,1,P,30-<36,335000,2.625,91700,R,180,0,,48.052,203.0,6,1,45-54,481984,0,0,2
709,2020-07-01,1,P,30-<36,305000,3.5,33700,R,360,0,,55.0,127.0,5,1,55-64,387441,0,0,2
759,2020-07-01,1,P,30-<36,315000,3.25,75000,R,360,0,,81.68,94.0,6,2,25-34,1564071,0,0,2
774,2020-07-01,1,P,20-<30,395000,3.625,90600,R,360,1,2020-12-01,60.0,100.0,2,2,55-64,1569998,1,1,2
780,2020-06-01,1,P,40,335000,3.375,94500,R,360,0,,36.789,76.0,5,1,>74,1233039,0,0,1
778,2020-07-01,1,P,41,435000,3.375,94500,R,360,0,,89.99,107.0,3,2,55-64,4219173,0,0,2
782,2020-07-01,1,P,30-<36,375000,3.375,90700,R,360,0,,58.0,81.0,3,1,55-64,390165,0,0,2
743,2020-07-01,1,P,20-<30,415000,3.875,90200,R,360,0,,80.173,191.0,3,1,55-64,2918779,0,0,2
787,2020-07-01,1,P,20-<30,505000,3.375,90700,R,360,0,,56.81,278.0,6,1,35-44,2007914,0,0,2
797,2020-07-01,1,P,20-<30,125000,2.375,95900,R,180,0,,25.84,88.0,5,1,35-44,3753286,0,0,2
716,2020-07-01,1,P,30-<36,165000,2.875,33500,R,180,0,,52.916,118.0,5,1,55-64,756498,0,0,2
670,2020-07-01,1,P,20-<30,185000,3.625,75000,R,360,0,,59.804,85.0,5,1,55-64,3069598,0,0,2
747,2020-07-01,1,P,20-<30,215000,3.5,33900,R,360,0,,61.028,137.0,5,1,45-54,1909121,0,0,2
762,2020-06-01,1,P,20-<30,345000,3.5,93000,R,360,0,,51.0,179.0,5,1,55-64,2029327,0,0,1
765,2020-07-01,1,P,30-<36,335000,3.5,33000,R,360,0,,78.372,83.0,5,1,25-34,1662744,0,0,2
682,2020-07-01,1,P,44,345000,4.0,78600,P,360,0,,96.5,69.0,6,2,35-44,1296597,0,0,2
791,2020-07-01,1,P,20-<30,325000,3.125,33500,P,360,0,,79.64,137.0,2,1,35-44,1147716,0,0,2
773,2020-07-01,1,P,20-<30,405000,2.5,95600,R,180,0,,57.857,151.0,5,1,>74,2420146,0,0,2
