credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year,six_month_interval_label
701,2020-08-01,1,P,20-<30,195000,3.0,33000,R,180,0,,74.91,148.0,2,2,45-54,4370564,0,0,2
714,2020-08-01,1,P,48,345000,2.875,77000,R,360,0,,62.46,105.0,5,2,45-54,7832854,0,0,2
806,2020-08-01,1,P,<20,265000,3.125,32000,R,360,0,,66.0,188.0,2,2,45-54,3052301,0,0,2
748,2020-08-01,1,P,20-<30,475000,2.999,33600,R,360,0,,94.19,251.0,5,1,35-44,5952362,0,0,2
762,2020-08-01,1,P,<20,435000,3.25,95000,R,360,0,,28.0,153.0,6,2,25-34,3049726,0,0,2
782,2020-08-01,1,P,30-<36,425000,3.125,77500,R,360,0,,80.0,234.0,5,2,25-34,2599506,0,0,2
754,2020-08-01,1,P,20-<30,245000,3.625,77400,P,360,0,,80.0,131.0,5,2,55-64,2108798,0,0,2
724,2020-08-01,1,S,30-<36,375000,2.875,34100,P,360,0,,72.115,288.0,5,2,45-54,3850550,0,0,2
765,2020-08-01,1,P,41,215000,3.125,32100,R,360,0,,77.229,74.0,5,1,45-54,846240,0,0,2
817,2020-08-01,1,P,20-<30,395000,2.75,94500,R,180,0,,41.244,221.0,5,2,65-74,4044129,0,0,2
745,2020-08-01,1,P,42,165000,3.375,34600,P,360,0,,97.0,40.0,5,2,25-34,7053702,0,0,2
797,2020-08-01,1,P,<20,425000,3.0,92000,R,360,0,,45.82,344.0,5,2,35-44,4643825,0,0,2
809,2020-08-01,1,P,20-<30,435000,3.125,92300,R,360,0,,79.404,146.0,5,1,25-34,7335990,0,0,2
780,2020-08-01,1,P,30-<36,245000,3.0,75200,R,360,0,,74.0,113.0,2,1,35-44,7010202,0,0,2
695,2020-08-01,1,P,20-<30,255000,3.5,77500,R,360,0,,62.946,183.0,3,2,55-64,4000033,0,0,2
813,2020-08-01,1,P,20-<30,285000,2.75,77400,R,180,0,,68.931,136.0,2,1,45-54,1074130,0,0,2
799,2020-08-01,1,P,37,385000,2.99,92800,R,360,0,,68.393,100.0,2,2,35-44,2055242,0,0,2
746,2020-08-01,1,P,30-<36,245000,3.25,94500,R,360,0,,14.727,68.0,5,2,65-74,4151785,0,0,2
801,2020-08-01,1,P,20-<30,75000,3.125,14100,R,180,0,,40.321,118.0,5,1,35-44,3920981,0,0,2
727,2020-08-01,1,P,20-<30,165000,2.875,95300,R,180,0,,45.0,91.0,6,1,35-44,2788152,0,0,2
781,2020-08-01,1,P,30-<36,765000,3.0,90000,P,360,0,,75.0,278.0,5,1,35-44,4734766,0,0,2
751,2020-08-01,1,S,20-<30,225000,3.0,34200,P,360,0,,80.0,102.0,5,1,35-44,1507526,0,0,2
791,2020-08-01,1,P,<20,225000,2.75,78700,R,180,0,,46.38,267.0,5,1,25-34,2346988,0,0,2
690,2020-08-01,1,P,42,395000,3.5,95700,R,360,0,,81.0,172.0,5,2,55-64,3259756,0,0,2
791,2020-09-01,1,P,20-<30,415000,2.999,92500,R,360,0,,76.822,108.0,5,1,45-54,7263620,0,0,2
808,2020-08-01,1,P,<20,465000,3.375,92000,R,360,0,,59.741,255.0,5,2,45-54,5487054,0,0,2
791,2020-08-01,1,P,30-<36,415000,3.375,94600,R,360,0,,59.0,142.0,2,1,45-54,7019278,0,0,2
810,2020-08-01,1,P,<20,335000,2.99,91700,R,360,0,,36.88,123.0,2,2,65-74,2614211,0,0,2
714,2020-08-01,1,P,46,345000,3.125,92800,R,360,0,,65.0,68.0,5,1,45-54,2411632,0,0,2
772,2020-08-01,1,P,45,225000,3.125,77500,P,360,0,,64.706,107.0,5,1,55-64,7852557,0,0,2
743,2020-08-01,1,P,44,235000,3.375,95300,R,360,0,,73.813,61.0,6,1,55-64,7729583,0,0,2
783,2020-08-01,1,P,30-<36,575000,3.125,93400,R,360,0,,64.943,144.0,5,1,65-74,6554709,0,0,2
775,2020-08-01,1,P,20-<30,295000,3.125,93300,R,360,0,,83.612,104.0,6,1,35-44,3601493,0,0,2
797,2020-08-01,1,P,39,285000,3.375,77400,R,360,0,,80.0,75.0,5,1,65-74,6221441,0,0,2
748,2020-08-01,1,P,37,385000,3.375,95900,P,360,0,,95.0,84.0,5,1,<25,6257522,0,0,2
780,2020-08-01,1,P,37,385000,3.375,95900,P,360,0,,95.0,84.0,5,1,<25,6257522,0,0,2
732,2020-07-01,1,P,44,585000,3.375,92600,R,360,0,,75.48,135.0,5,1,45-54,949112,0,0,2
681,2020-08-01,1,P,39,215000,3.75,33900,P,360,0,,96.5,84.0,6,1,55-64,6429971,0,0,2
796,2020-08-01,1,P,46,425000,3.0,93400,R,360,0,,80.0,99.0,6,2,35-44,24929,0,0,2
805,2020-08-01,1,P,46,245000,2.625,75000,R,180,0,,64.737,60.0,6,1,35-44,6442267,0,0,2
777,2020-08-01,1,P,30-<36,295000,2.5,90200,R,120,0,,34.022,192.0,2,2,45-54,3993044,0,0,2
730,2020-07-01,1,P,41,285000,2.875,34900,R,360,0,,47.667,99.0,5,1,65-74,7434973,0,0,2
764,2020-08-01,1,P,43,755000,3.125,95100,R,360,0,,82.659,140.0,2,1,45-54,3524347,0,0,2
787,2020-08-01,1,P,40,705000,2.99,95400,P,360,0,,61.0,462.0,5,1,45-54,3271828,0,0,2
768,2020-08-01,1,P,39,215000,2.875,92000,R,360,0,,44.082,31.0,6,2,45-54,6212084,0,0,2
769,2020-09-01,1,P,40,435000,3.125,92800,R,360,0,,72.823,161.0,6,1,45-54,3492184,0,0,2
803,2020-08-01,1,P,20-<30,375000,2.875,10000,P,360,0,,80.0,125.0,5,2,25-34,6475200,0,0,2
790,2020-08-01,1,P,20-<30,455000,2.99,93000,R,360,0,,75.423,126.0,6,2,35-44,4743256,0,0,2
788,2020-08-01,1,P,39,325000,3.375,92300,R,360,0,,64.0,157.0,6,1,35-44,3047439,0,0,2
754,2020-08-01,1,P,49,765000,3.375,92600,P,360,0,,95.0,213.0,2,1,45-54,4579704,0,0,2
736,2020-08-01,1,P,30-<36,365000,2.5,12000,R,180,0,,72.4,170.0,5,1,55-64,5172890,0,0,2
783,2020-08-01,1,P,30-<36,245000,2.75,33900,R,180,0,,69.274,124.0,5,2,35-44,5741,0,0,2
706,2020-07-01,1,P,20-<30,405000,3.0,34200,R,360,0,,69.69,191.0,5,2,>74,4763459,0,0,2
683,2020-08-01,1,I,42,155000,3.625,95800,R,360,0,,37.0,80.0,5,2,65-74,2819840,0,0,2
698,2020-08-01,1,P,40,145000,2.875,77000,R,180,0,,78.153,47.0,1,2,35-44,7636952,0,0,2
807,2020-08-01,1,P,<20,245000,3.0,77000,R,360,0,,80.0,168.0,5,2,35-44,1371468,0,0,2
763,2020-08-01,1,P,30-<36,315000,3.125,76000,R,300,0,,93.716,193.0,5,1,35-44,3580679,0,0,2
794,2020-08-01,1,P,<20,135000,3.0,33100,P,360,0,,75.0,84.0,6,1,35-44,1564525,0,0,2
804,2020-08-01,1,P,<20,255000,3.25,32800,R,360,0,,65.958,117.0,5,1,25-34,1741876,0,0,2
682,2020-08-01,1,P,40,195000,3.5,33700,R,360,0,,56.0,45.0,5,2,55-64,2781628,0,0,2
809,2020-09-01,1,P,20-<30,215000,2.99,92100,R,360,0,,51.0,100.0,5,2,55-64,2443213,0,0,2
730,2020-08-01,1,S,20-<30,195000,2.625,33900,R,180,0,,70.0,214.0,5,2,45-54,3032542,0,0,2
776,2020-08-01,1,P,<20,385000,2.99,95300,R,360,0,,76.77,348.0,6,1,35-44,871016,0,0,2
807,2020-08-01,1,P,20-<30,305000,2.99,90200,R,360,0,,54.836,178.0,5,2,55-64,4729975,0,0,2
724,2020-08-01,1,P,30-<36,555000,3.125,95000,R,360,0,,56.36,212.0,5,2,25-34,2412288,0,0,2
712,2020-08-01,1,P,43,225000,3.5,93200,P,360,0,,97.0,55.0,6,2,25-34,3907091,0,0,2
790,2020-08-01,1,P,37,215000,2.75,77400,R,360,0,,69.313,181.0,6,1,35-44,3986547,0,0,2
736,2020-08-01,1,P,20-<30,765000,3.125,90200,R,360,0,,75.0,230.0,5,1,35-44,4679146,0,0,2
714,2020-08-01,1,P,<20,95000,2.875,32000,R,180,0,,92.789,74.0,6,1,35-44,3730408,0,0,2
715,2020-08-01,1,P,30-<36,315000,2.99,92300,R,360,0,,84.275,103.0,6,2,<25,3875141,0,0,2
711,2020-08-01,1,P,20-<30,135000,3.5,33600,R,360,0,,50.69,96.0,6,2,45-54,5820010,0,0,2
816,2020-08-01,1,P,38,525000,2.99,91300,R,360,0,,74.47,100.0,6,1,45-54,4585754,0,0,2
818,2020-08-01,1,P,48,535000,3.375,92700,R,360,0,,76.91,82.0,6,1,35-44,8043190,0,0,2
800,2020-08-01,1,P,30-<36,675000,3.25,91300,R,360,0,,62.407,256.0,5,1,35-44,4115087,0,0,2
775,2020-08-01,1,P,39,235000,3.375,77400,R,240,0,,89.615,91.0,5,1,45-54,7735665,0,0,2
792,2020-08-01,1,P,37,255000,2.875,32700,R,360,0,,78.712,56.0,5,2,25-34,562741,0,0,2
791,2020-08-01,1,P,20-<30,385000,3.25,32800,R,360,0,,73.004,163.0,5,2,25-34,3713498,0,0,2
798,2020-08-01,1,P,49,455000,3.125,90000,R,360,0,,27.53,79.0,5,2,55-64,4119443,0,0,2
740,2020-08-01,1,P,42,215000,3.5,92300,R,360,0,,79.273,54.0,6,1,45-54,1820260,0,0,2
763,2020-08-01,1,P,30-<36,145000,2.875,32100,R,180,0,,54.81,77.0,5,2,55-64,2602450,0,0,2
686,2020-08-01,1,P,43,275000,3.125,33000,R,360,0,,75.0,70.0,6,1,65-74,3489628,0,0,2
741,2020-06-01,1,P,43,175000,3.75,33900,P,360,0,,96.5,74.0,6,1,<25,6442052,0,0,1
664,2020-08-01,1,P,43,185000,3.99,32000,R,360,0,,78.31,205.0,5,2,>74,5816969,0,0,2
713,2020-07-01,1,I,30-<36,195000,3.5,91700,R,360,0,,35.101,82.0,2,1,45-54,7019635,0,0,2
758,2020-08-01,1,P,37,195000,3.5,33600,P,360,1,2021-03-01,100.25,45.0,6,1,45-54,3380705,0,1,2
769,2020-07-01,1,I,20-<30,175000,3.875,77400,P,360,0,,75.0,90.0,2,1,35-44,6178805,0,0,2
707,2020-08-01,1,P,39,735000,3.5,91700,R,360,0,,78.696,482.0,6,1,45-54,7349976,0,0,2
747,2020-07-01,1,P,30-<36,335000,3.5,93200,R,360,0,,58.87,108.0,3,1,35-44,2568520,0,0,2
809,2020-07-01,1,P,30-<36,425000,3.5,92600,R,360,0,,30.571,132.0,2,2,55-64,296247,0,0,2
714,2020-08-01,1,P,40,255000,3.375,93200,P,360,0,,97.0,58.0,6,1,25-34,508378,0,0,2
713,2020-07-01,1,P,30-<36,555000,3.125,90000,R,360,0,,62.338,240.0,3,1,45-54,7267379,0,0,2
802,2020-07-01,1,P,37,445000,3.25,91300,R,360,0,,53.095,216.0,2,2,55-64,113007,0,0,2
763,2020-07-01,1,P,30-<36,325000,3.5,11700,R,360,0,,68.085,107.0,3,2,35-44,1193508,0,0,2
793,2020-08-01,1,P,20-<30,465000,3.0,90700,R,360,0,,48.947,243.0,2,2,45-54,1935513,0,0,2
695,2020-08-01,1,P,41,365000,2.99,77300,R,360,0,,89.41,156.0,6,1,55-64,2176872,0,0,2
627,2020-07-01,1,P,20-<30,65000,2.75,14500,R,180,0,,46.549,57.0,5,2,35-44,3579880,0,0,2
802,2020-08-01,1,P,20-<30,225000,3.125,92000,R,360,0,,56.25,69.0,5,1,55-64,7512893,0,0,2
714,2020-08-01,1,P,30-<36,225000,2.875,95900,P,360,0,,88.0,68.0,5,2,35-44,6764651,0,0,2
772,2020-08-01,1,P,30-<36,325000,2.99,77300,R,360,0,,69.913,100.0,5,2,45-54,1990059,0,0,2
672,2020-08-01,1,S,39,175000,3.25,33500,P,360,0,,80.0,116.0,2,1,35-44,3071958,0,0,2
725,2020-08-01,1,P,20-<30,365000,2.5,92100,R,180,0,,40.0,222.0,4,1,45-54,1925816,0,0,2
786,2020-08-01,1,P,<20,265000,3.0,75200,R,360,0,,71.0,130.0,5,1,25-34,2924974,0,0,2
758,2020-08-01,1,P,<20,335000,2.99,91300,R,360,0,,39.75,173.0,2,2,55-64,2240013,0,0,2
709,2020-08-01,1,P,30-<36,335000,2.99,91000,R,360,0,,48.35,242.0,5,1,55-64,4558895,0,0,2
800,2020-08-01,1,P,30-<36,335000,2.99,91000,R,360,0,,48.35,242.0,5,1,55-64,4558895,0,0,2
725,2020-08-01,1,P,20-<30,185000,3.125,93500,R,360,0,,50.405,62.0,5,2,65-74,4137465,0,0,2
737,2020-07-01,1,P,30-<36,135000,3.5,75100,P,360,0,,84.0,32.0,2,1,35-44,3369439,0,0,2
780,2020-08-01,1,P,48,385000,2.875,93000,R,360,0,,79.9,86.0,5,1,25-34,1254787,0,0,2
800,2020-07-01,1,P,20-<30,485000,2.875,91900,P,360,0,,75.0,137.0,5,1,35-44,6135856,0,0,2
761,2020-08-01,1,P,20-<30,715000,2.5,94500,R,180,0,,39.0,364.0,5,1,45-54,2967822,0,0,2
787,2020-08-01,1,P,20-<30,85000,2.625,14500,R,180,0,,59.66,47.0,5,2,55-64,2622796,0,0,2
797,2020-08-01,1,P,20-<30,315000,3.375,94500,P,360,0,,95.0,145.0,2,1,25-34,6232146,0,0,2
785,2020-08-01,1,P,38,725000,3.125,94600,P,360,0,,80.0,140.0,2,2,25-34,6838428,0,0,2
807,2020-08-01,1,P,<20,255000,3.25,77300,R,240,0,,76.26,225.0,5,1,55-64,5220834,0,0,2
796,2020-08-01,1,P,42,155000,3.375,93700,P,360,0,,95.0,39.0,5,2,<25,731628,0,0,2
756,2020-07-01,1,P,<20,315000,2.99,93700,R,360,0,,56.87,142.0,5,1,35-44,2346373,0,0,2
811,2020-07-01,1,P,30-<36,445000,2.99,93000,R,360,0,,69.063,94.0,5,1,65-74,5424866,0,0,2
804,2020-08-01,1,P,45,305000,2.99,95400,R,360,0,,80.0,116.0,5,1,35-44,3861701,0,0,2
788,2020-08-01,1,P,47,225000,3.25,78600,P,360,0,,90.0,59.0,5,1,35-44,4900656,0,0,2
716,2020-08-01,1,P,20-<30,315000,2.99,95400,R,360,0,,27.39,141.0,5,2,55-64,4583090,0,0,2
802,2020-08-01,1,P,45,375000,3.25,33400,R,360,0,,62.0,81.0,5,1,45-54,4625836,0,0,2
792,2020-08-01,1,P,41,435000,2.99,92100,P,360,0,,63.504,199.0,5,1,45-54,716653,0,0,2
810,2020-08-01,1,P,46,455000,3.0,93400,P,360,0,,96.5,118.0,6,1,25-34,832673,0,0,2
754,2020-08-01,1,P,30-<36,715000,3.125,92600,R,360,0,,75.0,316.0,2,2,55-64,6703763,0,0,2
737,2020-08-01,1,P,40,575000,3.875,91300,R,360,0,,72.546,346.0,5,2,>74,4516461,0,0,2
737,2020-07-01,1,P,41,195000,3.25,76600,P,360,0,,95.0,110.0,1,1,45-54,692395,0,0,2
741,2020-08-01,1,P,37,505000,3.5,90700,R,360,0,,37.593,120.0,2,2,45-54,5909965,0,0,2
782,2020-08-01,1,P,30-<36,455000,2.375,92600,R,180,0,,56.93,244.0,5,1,45-54,4301722,0,0,2
759,2020-08-01,1,P,39,425000,2.875,75200,R,360,0,,41.63,283.0,5,2,55-64,4694292,0,0,2
804,2020-07-01,1,P,41,405000,3.375,34200,R,360,0,,67.55,165.0,6,1,35-44,2589698,0,0,2
769,2020-08-01,1,P,30-<36,185000,2.875,14400,P,240,0,,90.0,107.0,5,1,45-54,2473827,0,0,2
803,2020-08-01,1,P,<20,385000,2.99,92600,R,360,0,,42.556,605.0,5,1,45-54,2051800,0,0,2
727,2020-08-01,1,P,44,155000,3.25,32700,P,360,0,,97.0,40.0,6,2,45-54,4391171,0,0,2
774,2020-08-01,1,P,36,145000,3.0,33500,R,360,0,,89.985,46.0,5,1,25-34,1223922,0,0,2
773,2020-08-01,1,P,30-<36,215000,3.15,95500,R,360,0,,47.023,55.0,5,1,65-74,3348643,0,0,2
773,2020-07-01,1,P,20-<30,195000,3.375,78700,R,360,0,,59.478,97.0,5,2,45-54,1891973,0,0,2
776,2020-08-01,1,P,49,185000,3.25,34600,R,360,0,,62.33,29.0,5,2,45-54,7805634,0,0,2
684,2020-08-01,1,P,44,155000,3.375,78600,R,360,0,,55.44,128.0,5,2,35-44,8113698,0,0,2
713,2020-08-01,1,P,42,295000,3.25,90700,R,360,0,,80.0,73.0,6,1,25-34,3235638,0,0,2
754,2020-08-01,1,P,20-<30,265000,2.999,75000,R,360,0,,74.63,92.0,5,1,35-44,6078306,0,0,2
797,2020-08-01,1,P,20-<30,275000,2.625,34200,R,180,0,,60.2,151.0,5,1,>74,3973831,0,0,2
721,2020-08-01,1,P,42,265000,2.875,14500,P,360,0,,80.0,98.0,5,1,35-44,5780933,0,0,2
729,2020-08-01,1,P,36,375000,3.0,92500,R,360,0,,76.592,96.0,6,1,35-44,5277405,0,0,2
757,2020-08-01,1,P,41,415000,3.125,91700,R,360,0,,69.831,64.0,5,1,35-44,5316671,0,0,2
765,2020-08-01,1,P,30-<36,315000,3.375,33100,P,360,0,,70.787,116.0,6,2,45-54,1337559,0,0,2
749,2020-08-01,1,P,36,285000,3.375,34700,P,360,0,,95.0,86.0,5,2,25-34,1440485,0,0,2
794,2020-08-01,1,P,30-<36,255000,3.75,76000,R,360,0,,91.064,121.0,5,1,25-34,32227,0,0,2
755,2020-08-01,1,P,41,255000,2.875,93500,R,360,0,,51.463,50.0,6,1,35-44,2067681,0,0,2
744,2020-08-01,1,P,40,225000,3.25,76100,P,360,0,,95.0,106.0,5,1,45-54,4416032,0,0,2
746,2020-08-01,1,P,30-<36,525000,3.625,11700,R,360,0,,67.974,169.0,5,1,35-44,7986177,0,0,2
661,2020-08-01,1,P,20-<30,235000,3.875,92300,R,360,0,,76.0,68.0,5,1,25-34,5199956,0,0,2
711,2020-08-01,1,P,44,195000,3.75,77400,P,360,0,,96.5,41.0,6,2,35-44,7639584,0,0,2
811,2020-08-01,1,P,20-<30,575000,3.125,95100,R,360,0,,36.27,245.0,5,2,45-54,4644082,0,0,2
813,2020-08-01,1,P,20-<30,185000,3.0,33300,R,360,0,,62.069,80.0,5,2,25-34,5191906,0,0,2
777,2020-08-01,1,P,20-<30,275000,2.625,34700,R,180,0,,62.0,148.0,5,1,25-34,6327645,0,0,2
795,2020-06-01,1,P,30-<36,675000,3.25,94000,R,360,0,,39.645,144.0,5,1,65-74,1348335,0,0,1
777,2020-06-01,1,P,30-<36,515000,3.25,90000,R,360,0,,57.93,125.0,5,2,65-74,4310365,0,0,1
777,2020-07-01,1,P,20-<30,285000,3.25,78400,P,360,0,,97.0,152.0,6,1,25-34,2290405,0,0,2
771,2020-07-01,1,P,20-<30,245000,3.5,78600,R,360,0,,71.869,100.0,5,1,25-34,3856472,0,0,2
796,2020-08-01,1,P,30-<36,475000,2.99,95000,R,360,0,,43.0,152.0,1,1,55-64,3256492,0,0,2
817,2020-08-01,1,P,40,625000,3.125,92600,R,360,0,,82.145,115.0,5,1,25-34,5390085,0,0,2
682,2020-08-01,1,P,41,525000,3.125,95000,R,360,0,,83.24,113.0,6,2,25-34,2593567,0,0,2
717,2020-08-01,1,P,<20,245000,2.5,14400,R,180,0,,67.139,180.0,5,1,25-34,3746725,0,0,2
730,2020-08-01,1,I,20-<30,225000,3.5,91300,R,360,0,,42.596,615.0,5,1,45-54,4714000,0,0,2
772,2020-08-01,1,P,30-<36,315000,2.625,91100,R,180,0,,31.864,158.0,3,1,65-74,3734755,0,0,2
732,2020-08-01,1,P,45,345000,3.25,92000,R,360,0,,74.978,80.0,6,1,35-44,3295885,0,0,2
729,2020-08-01,1,P,44,245000,3.5,93300,P,360,0,,102.945,54.0,6,2,25-34,5280406,0,0,2
767,2020-08-01,1,P,30-<36,425000,2.99,94600,R,360,0,,73.621,91.0,2,1,25-34,6846579,0,0,2
740,2020-07-01,1,P,47,315000,3.25,34700,R,360,0,,60.0,119.0,5,1,55-64,2780149,0,0,2
778,2020-07-01,1,P,46,325000,3.5,33100,R,360,0,,80.0,101.0,6,1,25-34,4367983,0,0,2
734,2020-08-01,1,P,43,475000,2.875,92300,R,360,0,,80.0,131.0,5,2,45-54,2002021,0,0,2
779,2020-07-01,1,P,30-<36,425000,3.0,78000,P,360,0,,90.0,91.0,5,2,65-74,4520617,0,0,2
807,2020-08-01,1,P,47,385000,2.99,93000,P,360,0,,100.0,83.0,6,2,25-34,3796646,0,0,2
732,2020-08-01,1,P,20-<30,395000,2.875,32400,R,360,0,,63.92,148.0,5,2,25-34,6369944,0,0,2
715,2020-07-01,1,P,43,115000,3.25,13000,P,360,0,,57.9,38.0,3,1,25-34,8110931,0,0,2
785,2020-08-01,1,P,20-<30,165000,2.875,79600,P,360,0,,76.47,55.0,5,2,45-54,434913,0,0,2
772,2020-08-01,1,P,30-<36,125000,3.5,33700,P,360,0,,95.0,77.0,5,2,45-54,6232345,0,0,2
794,2020-08-01,1,P,<20,205000,2.5,34600,R,180,0,,60.0,149.0,5,1,25-34,6333725,0,0,2
752,2020-07-01,1,P,30-<36,445000,3.125,78700,R,360,0,,60.0,134.0,6,1,35-44,5512839,0,0,2
743,2020-08-01,1,P,45,315000,3.0,91300,R,360,0,,34.778,69.0,5,1,65-74,4717566,0,0,2
774,2020-08-01,1,P,20-<30,265000,2.75,95300,R,180,0,,60.0,242.0,5,1,45-54,2969351,0,0,2
802,2020-08-01,1,P,30-<36,115000,2.99,75000,P,360,0,,45.833,42.0,5,1,65-74,489315,0,0,2
760,2020-08-01,1,P,<20,125000,2.99,34400,P,360,0,,80.0,59.0,6,2,25-34,1334093,0,0,2
809,2020-08-01,1,P,30-<36,465000,2.99,92600,R,360,0,,68.47,155.0,5,1,55-64,2578609,0,0,2
723,2020-07-01,1,P,20-<30,315000,3.75,92300,R,360,0,,75.0,140.0,6,1,35-44,6981204,0,0,2
819,2020-08-01,1,P,20-<30,575000,3.125,91300,R,360,0,,79.098,143.0,5,2,45-54,6373006,0,0,2
796,2020-08-01,1,P,42,345000,2.875,90700,R,360,0,,49.143,74.0,5,1,>74,7300621,0,0,2
767,2020-08-01,1,P,<20,405000,3.0,95700,R,360,0,,61.615,295.0,5,1,45-54,3939287,0,0,2
688,2020-08-01,1,P,42,135000,3.125,78200,R,360,0,,61.311,102.0,6,1,55-64,3971638,0,0,2
817,2020-08-01,1,P,38,245000,2.875,33700,R,360,0,,80.0,63.0,5,1,25-34,4383758,0,0,2
658,2020-08-01,1,P,20-<30,155000,3.5,33900,P,360,0,,31.25,83.0,5,2,45-54,92001,0,0,2
773,2020-08-01,1,P,44,315000,2.875,78000,P,360,0,,95.0,87.0,2,2,35-44,5513796,0,0,2
699,2020-08-01,1,P,39,275000,3.25,79600,P,360,0,,95.0,222.0,5,1,65-74,694044,0,0,2
784,2020-08-01,1,P,20-<30,185000,2.875,91200,R,360,0,,43.15,75.0,5,2,55-64,3952115,0,0,2
801,2020-08-01,1,P,42,255000,3.0,94500,R,360,0,,40.469,111.0,5,1,>74,1310041,0,0,2
675,2020-08-01,1,P,47,625000,3.875,11500,R,360,0,,80.0,165.0,5,1,35-44,118044,0,0,2
701,2020-08-01,1,P,42,385000,4.0,95300,P,360,0,,101.94,83.0,6,1,<25,3215931,0,0,2
716,2020-08-01,1,P,38,205000,3.875,33800,P,360,0,,80.0,94.0,5,2,<25,5264352,0,0,2
764,2020-08-01,1,P,20-<30,605000,3.375,93400,R,360,0,,78.961,180.0,5,1,35-44,6484460,0,0,2
768,2020-08-01,1,P,48,235000,2.99,75000,P,360,0,,95.0,47.0,6,1,35-44,5858851,0,0,2
731,2020-08-01,1,P,30-<36,495000,2.99,91000,R,360,0,,55.112,139.0,2,1,35-44,3445335,0,0,2
803,2020-08-01,1,P,42,495000,3.0,78700,P,360,0,,95.0,166.0,5,1,25-34,7859377,0,0,2
811,2020-08-01,1,P,30-<36,325000,2.375,90700,R,180,0,,59.48,135.0,3,2,45-54,3999075,0,0,2
809,2020-08-01,1,P,20-<30,345000,2.375,91800,R,180,0,,60.176,127.0,2,2,45-54,761842,0,0,2
782,2020-08-01,1,P,20-<30,375000,2.5,91700,R,180,0,,37.57,409.0,2,1,55-64,4321945,0,0,2
763,2020-08-01,1,P,20-<30,455000,2.5,92000,R,180,0,,57.31,180.0,5,1,25-34,1282640,0,0,2
716,2020-08-01,1,P,30-<36,325000,2.5,91700,R,180,0,,58.436,245.0,6,2,35-44,3525449,0,0,2
641,2020-08-01,1,P,42,235000,4.125,77300,P,360,0,,80.0,80.0,3,2,35-44,2006004,0,0,2
715,2020-07-01,1,P,42,525000,3.5,91300,R,360,0,,69.867,210.0,6,1,35-44,590928,0,0,2
792,2020-08-01,1,P,30-<36,195000,2.75,92100,R,180,0,,39.74,89.0,2,1,>74,2613316,0,0,2
775,2020-08-01,1,I,30-<36,335000,3.375,92800,R,360,0,,55.0,136.0,2,1,65-74,7617467,0,0,2
698,2020-08-01,1,P,20-<30,345000,2.75,11700,R,180,0,,60.504,286.0,5,1,35-44,1044671,0,0,2
794,2020-08-01,1,P,<20,335000,2.99,92800,R,360,0,,41.0,298.0,2,1,45-54,3011453,0,0,2
734,2020-08-01,1,P,45,425000,2.99,78700,P,360,0,,97.0,79.0,6,1,25-34,13145,0,0,2
808,2020-08-01,1,P,20-<30,485000,3.0,78600,R,360,0,,74.469,241.0,6,1,35-44,4606597,0,0,2
791,2020-08-01,1,P,20-<30,285000,2.999,95900,R,360,0,,65.364,73.0,5,2,35-44,7308389,0,0,2
799,2020-08-01,1,P,49,695000,2.875,95000,R,360,0,,24.893,105.0,2,2,55-64,5413517,0,0,2
805,2020-08-01,1,P,30-<36,575000,3.375,92000,P,360,0,,79.948,164.0,2,1,35-44,329832,0,0,2
809,2020-08-01,1,P,20-<30,715000,3.375,95100,R,360,0,,86.34,420.0,2,1,25-34,2506182,0,0,2
684,2020-08-01,1,P,49,185000,3.125,78600,R,360,0,,54.0,35.0,5,2,55-64,2493378,0,0,2
783,2020-08-01,1,P,37,205000,2.99,78200,P,360,0,,93.96,47.0,6,2,25-34,8165741,0,0,2
670,2020-07-01,1,P,20-<30,115000,3.75,75900,P,360,0,,80.0,60.0,5,1,35-44,3288325,0,0,2
707,2020-07-01,1,P,20-<30,155000,3.375,93600,R,360,0,,50.968,70.0,5,1,45-54,4023283,0,0,2
816,2020-08-01,1,P,20-<30,275000,3.125,91300,R,360,0,,80.0,150.0,5,2,35-44,2970581,0,0,2
773,2020-08-01,1,P,30-<36,265000,3.625,78000,P,360,0,,80.0,72.0,6,1,45-54,3900896,0,0,2
738,2020-07-01,1,P,30-<36,215000,3.25,76000,R,240,0,,65.173,97.0,5,1,25-34,7032669,0,0,2
817,2020-08-01,1,P,30-<36,275000,3.0,92800,R,240,0,,38.472,109.0,2,1,55-64,4009748,0,0,2
686,2020-08-01,1,P,<20,445000,2.875,95100,R,240,0,,45.051,205.0,5,1,55-64,7029646,0,0,2
778,2020-08-01,1,P,20-<30,375000,2.99,91700,P,360,0,,95.0,128.0,5,1,25-34,5322722,0,0,2
772,2020-08-01,1,P,44,135000,3.375,34200,R,360,0,,79.706,38.0,5,2,45-54,7499087,0,0,2
808,2020-08-01,1,P,30-<36,275000,2.875,95900,P,360,0,,90.0,75.0,5,2,25-34,1741929,0,0,2
739,2020-08-01,1,P,30-<36,235000,3.125,92200,R,240,0,,63.84,104.0,6,1,35-44,8110304,0,0,2
703,2020-08-01,1,P,49,425000,2.99,90800,R,360,0,,67.13,74.0,6,1,45-54,2274052,0,0,2
