credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year,six_month_interval_label
740,2020-05-01,1,P,47,765000,3.25,11700,P,360,0,,76.179,231.0,5,1,25-34,7726487,0,0,1
802,2020-05-01,1,P,45,335000,3.5,93400,R,360,0,,76.21,86.0,6,1,35-44,254721,0,0,1
600,2020-05-01,1,P,44,85000,4.375,78200,R,360,0,,58.579,35.0,5,2,55-64,7278215,0,0,1
738,2020-05-01,1,P,36,175000,3.375,34700,R,360,0,,68.62,40.0,5,2,>74,4807204,0,0,1
806,2020-05-01,1,I,20-<30,245000,4.5,94500,R,360,0,,38.12,252.0,2,1,45-54,7559509,0,0,1
761,2020-05-01,1,P,<20,345000,3.49,34200,P,360,0,,44.805,265.0,5,1,55-64,5808550,0,0,1
776,2020-05-01,1,P,45,465000,3.375,33000,R,360,0,,24.474,166.0,5,1,>74,5162914,0,0,1
706,2020-05-01,1,P,44,385000,3.875,75000,P,360,0,,80.0,132.0,5,1,35-44,2922587,0,0,1
766,2020-05-01,1,P,20-<30,195000,3.624,34400,P,360,0,,95.0,68.0,5,1,35-44,2601386,0,0,1
699,2020-05-01,1,P,30-<36,155000,3.875,77500,R,360,0,,76.1,100.0,5,2,55-64,5984308,0,0,1
697,2020-05-01,1,P,20-<30,345000,3.5,33900,R,180,0,,73.0,228.0,5,1,65-74,54172,0,0,1
683,2020-04-01,1,P,40,425000,3.25,91700,R,180,0,,,174.0,4,1,35-44,2606651,0,0,1
791,2020-05-01,1,P,36,235000,2.75,32600,R,180,0,,77.049,101.0,5,2,35-44,2601487,0,0,1
785,2020-05-01,1,S,20-<30,435000,3.125,32200,P,360,0,,59.59,470.0,5,1,55-64,5051866,0,0,1
783,2020-05-01,1,P,40,575000,3.875,91300,R,360,0,,74.026,116.0,5,1,35-44,2393818,0,0,1
792,2020-05-01,1,P,20-<30,385000,3.375,93200,R,240,0,,80.0,118.0,5,1,25-34,56302,0,0,1
748,2020-04-01,1,P,20-<30,385000,3.125,93900,R,240,0,,38.68,124.0,5,2,35-44,1843009,0,0,1
692,2020-05-01,1,P,<20,345000,2.875,34700,R,180,0,,66.86,285.0,5,2,25-34,2600580,0,0,1
784,2020-05-01,1,P,<20,325000,3.375,75200,R,360,0,,65.971,628.0,5,2,35-44,770796,0,0,1
752,2020-05-01,1,P,41,245000,3.625,76000,R,240,0,,69.565,141.0,5,2,45-54,7393887,0,0,1
792,2020-05-01,1,I,20-<30,175000,4.25,95600,P,360,0,,70.0,332.0,5,1,55-64,5449712,0,0,1
740,2020-05-01,1,P,20-<30,255000,3.25,95700,R,300,0,,70.833,70.0,5,2,55-64,3506262,0,0,1
738,2020-05-01,1,P,44,265000,3.375,75700,P,360,0,,95.0,84.0,5,1,>74,5074192,0,0,1
771,2020-05-01,1,P,45,125000,3.75,92000,R,360,0,,19.23,104.0,5,1,>74,189934,0,0,1
697,2020-05-01,1,P,20-<30,565000,3.99,92700,R,360,0,,94.16,366.0,6,1,35-44,213494,0,0,1
804,2020-05-01,1,P,39,405000,3.5,94500,R,360,0,,75.0,128.0,5,2,55-64,2647968,0,0,1
646,2020-05-01,1,P,48,125000,3.99,32500,P,360,0,,53.19,63.0,5,2,55-64,232223,0,0,1
788,2020-05-01,1,P,46,135000,3.875,32500,P,360,0,,31.03,68.0,4,1,55-64,216577,0,0,1
797,2020-05-01,1,P,36,475000,3.375,91300,P,360,0,,48.93,109.0,5,1,55-64,217556,0,0,1
788,2020-05-01,1,P,20-<30,475000,3.56,93000,R,360,0,,79.16,158.0,5,1,35-44,234642,0,0,1
706,2020-05-01,1,P,30-<36,215000,3.375,93200,R,360,0,,74.972,52.0,5,1,25-34,1869618,0,0,1
786,2020-04-01,1,I,30-<36,125000,5.125,77300,R,360,0,,75.879,92.0,5,2,55-64,1102773,0,0,1
805,2020-05-01,1,S,20-<30,115000,3.875,34100,P,360,0,,47.917,320.0,5,1,55-64,947222,0,0,1
708,2020-05-01,1,P,41,255000,3.5,34700,R,360,0,,73.529,102.0,5,2,45-54,1886276,0,0,1
806,2020-05-01,1,P,<20,475000,3.195,92100,R,360,0,,59.375,291.0,5,1,35-44,1102130,0,0,1
767,2020-05-01,1,P,20-<30,485000,3.875,90200,P,360,0,,90.0,218.0,5,2,25-34,1101663,0,0,1
807,2020-05-01,1,P,49,495000,3.875,94500,R,360,0,,70.286,78.0,5,2,35-44,5024594,0,0,1
750,2020-05-01,1,P,30-<36,105000,3.075,75000,R,180,0,,30.0,59.0,2,2,35-44,1103450,0,0,1
697,2020-05-01,1,P,30-<36,135000,3.624,34900,P,360,0,,97.0,43.0,5,1,55-64,1100610,0,0,1
808,2020-05-01,1,P,20-<30,145000,3.499,32700,R,360,0,,56.941,65.0,5,1,25-34,1125676,0,0,1
823,2020-05-01,1,P,45,265000,3.25,90800,R,360,0,,40.382,44.0,5,2,55-64,1087931,0,0,1
816,2020-05-01,1,P,<20,355000,3.181,91300,R,360,0,,50.734,161.0,2,1,45-54,1127300,0,0,1
779,2020-05-01,1,P,20-<30,355000,3.167,91300,P,360,0,,50.355,104.0,2,1,25-34,1126246,0,0,1
729,2020-05-01,1,P,<20,155000,3.59,33800,R,360,0,,77.5,71.0,5,2,45-54,1102849,0,0,1
680,2020-04-01,1,P,20-<30,575000,3.875,95400,R,360,0,,83.377,161.0,6,2,35-44,7328171,0,0,1
795,2020-05-01,1,P,30-<36,285000,3.0,92000,R,180,0,,44.8,170.0,5,2,55-64,6830274,0,0,1
772,2020-05-01,1,P,42,675000,3.5,92000,P,360,0,,89.999,184.0,5,1,35-44,1087980,0,0,1
784,2020-04-01,1,P,30-<36,225000,4.25,93900,P,360,0,,97.0,59.0,6,1,35-44,5025810,0,0,1
770,2020-05-01,1,P,49,685000,3.459,91300,R,360,0,,71.728,156.0,5,1,25-34,1088093,0,0,1
799,2020-05-01,1,S,30-<36,345000,3.157,90700,R,240,0,,59.177,110.0,5,2,65-74,1101110,0,0,1
758,2020-05-01,1,P,49,385000,3.277,95600,R,240,0,,70.0,96.0,5,2,>74,1101057,0,0,1
793,2020-05-01,1,P,<20,505000,3.25,90500,R,240,0,,51.54,277.0,2,1,45-54,225842,0,0,1
782,2020-05-01,1,P,45,285000,3.125,91300,R,240,0,,47.5,68.0,6,1,25-34,1126190,0,0,1
754,2020-05-01,1,P,43,375000,3.5,10300,P,360,0,,94.998,73.0,1,2,35-44,1101252,0,0,1
794,2020-05-01,1,P,30-<36,405000,3.5,90000,P,360,0,,77.095,96.0,2,2,25-34,1081346,0,0,1
807,2020-05-01,1,P,<20,285000,3.5,94100,R,360,0,,33.929,257.0,5,2,45-54,1084263,0,0,1
806,2020-05-01,1,P,47,285000,3.348,93300,P,360,0,,95.0,47.0,5,2,35-44,1101696,0,0,1
772,2020-05-01,1,P,30-<36,275000,3.299,32000,R,360,0,,74.324,169.0,5,1,35-44,1101175,0,0,1
777,2020-05-01,1,P,30-<36,695000,3.29,92600,R,300,0,,73.158,231.0,5,1,45-54,1100412,0,0,1
785,2020-05-01,1,P,48,445000,3.435,95600,P,360,0,,89.899,86.0,5,1,25-34,1124710,0,0,1
800,2020-05-01,1,P,30-<36,255000,2.49,94500,R,180,0,,39.231,98.0,2,2,25-34,1087906,0,0,1
791,2020-05-01,1,P,<20,365000,3.617,93400,R,360,0,,38.389,161.0,5,2,45-54,1088092,0,0,1
806,2020-05-01,1,P,20-<30,355000,3.375,95400,R,360,0,,54.923,108.0,6,1,35-44,713357,0,0,1
813,2020-05-01,1,I,30-<36,355000,3.625,95000,R,360,0,,63.036,182.0,6,1,25-34,4325940,0,0,1
724,2020-05-01,1,P,44,475000,3.75,92500,P,360,0,,95.0,117.0,6,1,45-54,795314,0,0,1
688,2020-05-01,1,P,39,245000,3.75,90200,R,360,0,,53.261,51.0,6,2,45-54,1087745,0,0,1
703,2020-05-01,1,P,46,265000,3.875,78200,P,360,0,,80.0,94.0,5,1,25-34,5814179,0,0,1
683,2020-04-01,1,P,40,215000,3.875,94500,R,360,0,,36.519,124.0,3,2,45-54,6967501,0,0,1
802,2020-05-01,1,P,20-<30,165000,4.0,94500,R,360,0,,31.5,93.0,5,2,65-74,6809139,0,0,1
792,2020-04-01,1,P,<20,225000,3.625,94500,R,360,0,,60.0,149.0,5,2,65-74,76061,0,0,1
767,2020-05-01,1,I,44,375000,4.875,92600,P,360,0,,85.0,461.0,5,2,35-44,5447832,0,0,1
678,2020-05-01,1,P,44,205000,4.875,77400,R,360,0,,71.93,114.0,5,1,45-54,3717145,0,0,1
767,2020-05-01,1,P,20-<30,315000,3.0,95300,P,180,0,,46.67,175.0,2,1,35-44,2691709,0,0,1
732,2020-05-01,1,P,38,145000,3.625,14100,P,360,0,,90.0,43.0,5,2,<25,1927578,0,0,1
764,2020-05-01,1,P,30-<36,475000,3.125,11000,R,360,0,,70.0,147.0,2,1,35-44,5663912,0,0,1
809,2020-05-01,1,P,30-<36,725000,3.21,95100,R,360,0,,72.5,146.0,3,1,35-44,1102333,0,0,1
708,2020-05-01,1,P,43,175000,4.375,33100,P,360,0,,95.0,38.0,6,1,45-54,3089869,0,0,1
681,2020-05-01,1,P,20-<30,425000,4.399,90000,P,360,0,,80.0,151.0,5,1,35-44,1124793,0,0,1
733,2020-04-01,1,P,36,185000,3.25,92300,R,240,0,,52.86,74.0,5,1,45-54,1842209,0,0,1
766,2020-05-01,1,P,46,45000,3.99,34700,R,360,0,,19.0,16.0,5,1,65-74,5584767,0,0,1
775,2020-05-01,1,P,<20,335000,3.625,91900,P,360,0,,80.0,137.0,5,2,55-64,5585006,0,0,1
776,2020-05-01,1,P,43,195000,3.499,33800,R,360,0,,75.0,46.0,5,1,35-44,1100827,0,0,1
713,2020-05-01,1,P,47,385000,3.49,92500,R,360,0,,74.757,76.0,5,1,35-44,1102281,0,0,1
742,2020-05-01,1,P,44,315000,3.555,11000,P,360,0,,49.219,117.0,6,2,35-44,1101909,0,0,1
730,2020-05-01,1,P,49,215000,3.591,91300,R,360,0,,41.346,47.0,5,2,55-64,1126134,0,0,1
678,2020-05-01,1,P,48,435000,3.75,91700,P,360,0,,80.0,90.0,2,1,25-34,2402501,0,0,1
785,2020-05-01,1,P,42,465000,3.875,92800,P,360,0,,95.0,109.0,6,2,35-44,1126994,0,0,1
678,2020-05-01,1,P,37,145000,3.5,95900,R,360,0,,66.038,27.0,6,1,25-34,3235248,0,0,1
774,2020-05-01,1,P,30-<36,345000,3.75,93000,R,360,0,,78.409,105.0,6,1,45-54,1126027,0,0,1
775,2020-05-01,1,P,30-<36,185000,3.485,33400,R,360,0,,68.519,73.0,5,2,65-74,1126615,0,0,1
811,2020-05-01,1,P,30-<36,745000,3.488,94400,R,360,0,,74.5,176.0,2,1,25-34,1125226,0,0,1
804,2020-05-01,1,P,20-<30,165000,3.125,75200,R,180,0,,87.0,63.0,5,1,35-44,2201005,0,0,1
760,2020-05-01,1,P,<20,655000,3.25,92600,R,360,0,,74.4,317.0,5,1,45-54,1472169,0,0,1
645,2020-05-01,1,P,42,315000,3.625,33300,P,360,0,,96.5,116.0,3,2,25-34,4967814,0,0,1
791,2020-05-01,1,P,20-<30,155000,4.375,33100,P,360,0,,89.806,69.0,6,2,35-44,3490453,0,0,1
770,2020-05-01,1,P,40,405000,3.875,77300,R,360,0,,91.795,190.0,5,1,35-44,755857,0,0,1
796,2020-05-01,1,P,20-<30,635000,3.75,94500,P,360,0,,90.0,191.0,5,1,25-34,2199567,0,0,1
795,2020-05-01,1,P,48,655000,3.25,94500,P,360,0,,80.0,135.0,5,1,25-34,802239,0,0,1
765,2020-05-01,1,P,46,155000,3.5,78100,R,360,0,,80.0,43.0,5,2,55-64,1978690,0,0,1
665,2020-04-01,1,P,30-<36,75000,3.75,76500,P,180,0,,95.0,40.0,6,1,25-34,4738994,0,0,1
798,2020-05-01,1,P,40,395000,3.375,91500,R,360,0,,33.906,139.0,6,1,45-54,7305948,0,0,1
797,2020-05-01,1,P,42,285000,3.375,95400,P,360,0,,62.637,64.0,5,2,25-34,7305675,0,0,1
806,2020-04-01,1,S,47,135000,3.625,34400,P,360,0,,79.46,55.0,5,2,>74,6610906,0,0,1
714,2020-05-01,1,P,43,295000,3.5,33700,P,360,0,,95.0,82.0,3,1,35-44,7326550,0,0,1
772,2020-05-01,1,P,45,405000,3.5,92100,R,360,0,,47.647,77.0,5,2,65-74,3656059,0,0,1
812,2020-05-01,1,P,44,325000,3.375,95400,P,360,0,,57.0,91.0,5,1,65-74,1433387,0,0,1
780,2020-05-01,1,P,20-<30,525000,3.625,91700,R,360,0,,80.305,164.0,5,2,25-34,6528777,0,0,1
775,2020-05-01,1,P,30-<36,495000,2.625,92100,R,180,0,,61.338,146.0,2,2,25-34,2932045,0,0,1
700,2020-05-01,1,P,43,325000,3.5,92600,R,360,0,,74.943,73.0,5,1,35-44,1609297,0,0,1
796,2020-04-01,1,S,39,405000,3.75,33300,P,360,1,2020-08-01,79.412,126.0,5,2,55-64,760961,1,1,1
790,2020-04-01,1,P,30-<36,175000,3.65,33400,R,360,0,,67.137,44.0,6,1,25-34,759639,0,0,1
744,2020-04-01,1,I,44,445000,4.99,91400,P,360,0,,75.0,153.0,5,1,55-64,764272,0,0,1
766,2020-05-01,1,P,36,325000,3.5,33000,R,360,0,,76.471,112.0,6,1,35-44,7328578,0,0,1
807,2020-05-01,1,P,<20,585000,3.25,92000,R,360,0,,75.0,280.0,5,1,45-54,6021969,0,0,1
689,2020-05-01,1,P,20-<30,315000,3.5,33400,R,240,0,,85.425,200.0,5,1,45-54,7328246,0,0,1
747,2020-05-01,1,P,36,345000,3.375,91500,R,360,0,,59.126,131.0,2,1,35-44,7327864,0,0,1
769,2020-05-01,4,I,38,165000,4.5,12100,P,360,0,,75.0,125.0,5,2,25-34,6131030,0,0,1
819,2020-05-01,1,P,20-<30,505000,3.375,96000,R,360,0,,69.18,133.0,5,1,55-64,3587836,0,0,1
727,2020-05-01,1,P,40,75000,3.125,32700,R,180,0,,33.937,20.0,6,1,45-54,1088282,0,0,1
811,2020-05-01,1,P,39,495000,3.25,92000,R,360,0,,74.328,153.0,5,1,45-54,6857666,0,0,1
796,2020-05-01,1,P,37,285000,3.25,94500,R,360,0,,42.074,104.0,5,2,45-54,4049537,0,0,1
787,2020-04-01,1,S,45,195000,3.625,32500,P,360,0,,66.102,75.0,5,1,55-64,2952018,0,0,1
757,2020-05-01,1,P,20-<30,615000,3.625,91600,R,360,0,,72.377,487.0,5,1,45-54,780625,0,0,1
715,2020-05-01,1,P,<20,435000,3.6,33300,R,360,0,,94.544,211.0,5,1,45-54,779775,0,0,1
767,2020-05-01,1,P,30-<36,195000,3.625,78400,P,360,0,,95.0,93.0,6,2,25-34,777449,0,0,1
757,2020-05-01,1,P,30-<36,195000,3.625,78400,P,360,0,,95.0,93.0,6,2,25-34,777449,0,0,1
772,2020-05-01,1,P,30-<36,225000,3.5,95500,P,360,0,,56.962,197.0,5,1,45-54,4289019,0,0,1
765,2020-05-01,1,P,44,125000,3.6,32700,P,360,0,,95.0,97.0,6,1,25-34,779456,0,0,1
726,2020-05-01,1,S,38,345000,3.5,96100,R,360,0,,68.4,333.0,5,1,45-54,3647242,0,0,1
681,2020-05-01,1,P,41,485000,3.625,95900,P,360,0,,95.0,216.0,6,2,35-44,779478,0,0,1
746,2020-05-01,1,P,20-<30,225000,3.55,78600,P,360,0,,79.788,92.0,5,1,25-34,781369,0,0,1
790,2020-05-01,1,P,<20,175000,3.625,92000,R,360,0,,18.211,227.0,5,1,65-74,775653,0,0,1
765,2020-05-01,1,P,20-<30,305000,3.875,33000,P,360,1,2020-08-01,70.0,121.0,2,1,25-34,3958056,1,1,1
711,2020-05-01,1,P,41,305000,3.375,32900,P,360,0,,88.422,73.0,6,2,55-64,3940780,0,0,1
787,2020-05-01,1,P,41,495000,3.625,95500,P,360,0,,80.0,131.0,5,1,65-74,5808874,0,0,1
765,2020-05-01,1,I,42,525000,3.99,94500,R,360,0,,73.944,207.0,2,1,25-34,2426900,0,0,1
786,2020-05-01,1,P,20-<30,385000,2.875,93700,R,180,0,,42.639,533.0,2,2,45-54,6644769,0,0,1
669,2020-05-01,2,P,44,665000,4.5,90200,R,360,0,,70.0,129.0,6,1,25-34,3651188,0,0,1
786,2020-05-01,1,P,41,695000,3.375,92800,R,360,0,,69.0,192.0,2,1,35-44,4012159,0,0,1
748,2020-05-01,1,P,41,425000,3.25,94500,P,360,0,,100.0,96.0,6,1,<25,2988400,0,0,1
793,2020-05-01,1,P,20-<30,455000,2.875,90200,R,180,0,,45.045,275.0,5,1,45-54,2460308,0,0,1
791,2020-05-01,1,P,20-<30,695000,3.375,93000,R,360,0,,75.385,369.0,5,1,55-64,6948119,0,0,1
811,2020-05-01,1,P,20-<30,495000,3.0,92000,R,240,0,,78.571,195.0,5,1,35-44,2754544,0,0,1
746,2020-05-01,1,P,30-<36,275000,4.375,95600,R,360,0,,84.62,114.0,5,1,25-34,3647305,0,0,1
720,2020-05-01,1,P,<20,285000,3.5,92300,R,360,0,,60.0,158.0,5,2,55-64,1840721,0,0,1
805,2020-05-01,1,P,44,325000,3.25,95300,R,360,0,,74.943,149.0,6,2,55-64,6429425,0,0,1
766,2020-04-01,1,P,30-<36,255000,3.875,33300,R,360,0,,89.54,110.0,5,1,35-44,6181038,0,0,1
629,2020-03-01,1,P,38,295000,3.875,77000,P,360,0,,95.0,133.0,6,2,35-44,2709709,0,0,1
792,2020-05-01,1,P,30-<36,355000,3.375,75400,R,360,0,,85.744,195.0,5,1,55-64,3849940,0,0,1
805,2020-05-01,1,P,38,265000,3.625,34200,P,360,0,,96.5,85.0,5,2,25-34,769176,0,0,1
778,2020-05-01,1,P,41,375000,3.5,90400,R,360,0,,52.083,198.0,5,2,45-54,5077655,0,0,1
678,2020-05-01,1,P,30-<36,315000,3.99,76200,P,360,0,,85.0,136.0,5,1,45-54,2008074,0,0,1
662,2020-05-01,1,P,<20,325000,4.5,95300,P,360,0,,80.0,141.0,6,2,45-54,2008656,0,0,1
655,2020-05-01,1,P,40,375000,4.99,78700,P,360,0,,75.0,120.0,5,1,35-44,2019377,0,0,1
759,2020-05-01,1,P,30-<36,125000,3.5,13100,P,360,0,,67.568,78.0,5,1,55-64,5949798,0,0,1
789,2020-05-01,1,I,45,285000,4.375,92000,P,360,0,,44.89,147.0,2,1,45-54,2007528,0,0,1
812,2020-04-01,1,P,20-<30,335000,4.375,92000,R,360,1,2020-07-01,83.69,110.0,5,1,65-74,2009975,1,1,1
729,2020-05-01,1,P,46,265000,3.625,79900,P,360,0,,95.0,331.0,5,1,45-54,5313580,0,0,1
738,2020-04-01,1,P,30-<36,375000,3.875,33400,R,360,0,,75.0,242.0,6,2,55-64,2987768,0,0,1
789,2020-05-01,1,P,30-<36,145000,3.5,12500,P,360,0,,76.125,55.0,5,1,25-34,6129005,0,0,1
755,2020-05-01,1,P,30-<36,395000,3.5,94000,R,360,0,,56.429,264.0,5,1,25-34,2415223,0,0,1
786,2020-05-01,1,S,46,335000,3.625,95700,P,360,0,,80.0,126.0,5,2,25-34,1397345,0,0,1
779,2020-05-01,1,P,20-<30,365000,2.99,91900,R,180,0,,63.72,187.0,6,1,35-44,231062,0,0,1
784,2020-05-01,1,P,49,145000,2.875,77400,R,180,0,,42.16,61.0,5,2,45-54,242349,0,0,1
800,2020-05-01,1,P,38,455000,2.75,92600,R,144,0,,45.51,148.0,5,2,35-44,262032,0,0,1
801,2020-05-01,1,P,<20,285000,2.875,92500,R,180,0,,46.493,216.0,2,2,35-44,2418691,0,0,1
809,2020-05-01,1,S,30-<36,165000,3.437,33900,P,360,0,,48.53,75.0,5,2,55-64,4957339,0,0,1
785,2020-05-01,1,P,37,765000,3.875,92600,R,360,0,,85.0,291.0,2,1,25-34,773542,0,0,1
814,2020-05-01,1,P,45,665000,3.75,91500,R,360,0,,60.455,131.0,6,1,45-54,1088123,0,0,1
787,2020-05-01,1,P,42,565000,3.5,95700,R,360,0,,77.48,147.0,2,1,35-44,1842891,0,0,1
788,2020-05-01,1,P,44,725000,3.25,92600,P,360,0,,96.5,185.0,2,1,35-44,3146855,0,0,1
740,2020-05-01,1,P,20-<30,765000,3.375,10900,P,180,0,,74.634,290.0,5,1,65-74,2421010,0,0,1
753,2020-05-01,1,P,43,595000,3.5,92800,R,360,0,,75.32,95.0,2,1,65-74,5459650,0,0,1
751,2020-05-01,1,P,30-<36,525000,3.375,92800,P,180,0,,75.0,240.0,2,1,45-54,3383968,0,0,1
747,2020-05-01,1,P,30-<36,285000,3.25,94100,R,180,0,,61.859,110.0,2,1,<25,3241571,0,0,1
779,2020-05-01,1,P,20-<30,415000,3.25,91700,P,360,0,,69.167,158.0,5,1,55-64,7301913,0,0,1
804,2020-05-01,1,P,30-<36,305000,3.375,11500,R,360,0,,40.667,102.0,5,1,>74,2417247,0,0,1
764,2020-05-01,1,I,38,685000,4.125,11200,R,360,0,,59.052,860.0,5,1,35-44,2424550,0,0,1
817,2020-05-01,1,P,<20,165000,3.375,77000,R,336,0,,76.744,86.0,5,1,35-44,1088456,0,0,1
778,2020-05-01,1,P,43,615000,3.375,92600,R,360,0,,74.15,122.0,5,2,35-44,7103940,0,0,1
790,2020-05-01,1,P,20-<30,325000,3.625,33400,R,360,0,,65.2,130.0,5,2,35-44,5459927,0,0,1
773,2020-05-01,1,P,45,615000,3.25,95000,P,360,0,,80.0,177.0,5,2,35-44,5449211,0,0,1
807,2020-05-01,1,P,<20,565000,3.25,92000,R,360,0,,64.229,261.0,5,1,35-44,5032629,0,0,1
776,2020-03-01,1,S,30-<36,385000,3.375,34100,R,360,0,,85.0,216.0,5,1,65-74,64561,0,0,1
782,2020-05-01,1,P,43,445000,3.125,92100,R,360,0,,32.381,150.0,2,1,25-34,6557882,0,0,1
750,2020-05-01,1,I,30-<36,435000,3.625,92000,R,360,0,,17.4,177.0,2,1,65-74,2546703,0,0,1
758,2020-05-01,1,P,46,465000,3.125,95600,R,360,0,,95.0,134.0,5,2,35-44,1125273,0,0,1
800,2020-05-01,1,P,42,345000,2.75,92500,R,360,0,,71.086,137.0,6,2,45-54,1293125,0,0,1
747,2020-05-01,1,I,20-<30,195000,3.681,93400,R,240,0,,37.5,103.0,5,2,55-64,1082423,0,0,1
809,2020-05-01,1,P,30-<36,155000,3.375,95800,R,228,0,,46.536,53.0,5,2,55-64,1124764,0,0,1
734,2020-05-01,1,P,40,485000,3.375,94500,R,240,0,,48.5,117.0,5,1,55-64,1125979,0,0,1
785,2020-05-01,1,I,39,315000,4.75,94900,P,360,0,,75.0,175.0,2,1,65-74,1103699,0,0,1
775,2020-05-01,4,I,39,275000,4.5,90800,R,360,0,,27.5,84.0,4,2,45-54,2109772,0,0,1
791,2020-05-01,1,P,<20,175000,3.625,93700,R,360,0,,70.8,103.0,5,2,25-34,5069556,0,0,1
786,2020-05-01,1,P,44,425000,3.548,90000,R,360,1,2020-08-01,78.704,119.0,5,1,45-54,1103870,1,1,1
740,2020-05-01,1,S,20-<30,435000,3.625,34200,P,360,0,,65.915,426.0,5,2,45-54,1087356,0,0,1
752,2020-05-01,1,P,30-<36,265000,3.59,32800,R,360,0,,80.0,60.0,4,2,<25,1124767,0,0,1
794,2020-05-01,1,P,20-<30,495000,3.599,91900,P,360,0,,90.0,150.0,5,1,35-44,1125433,0,0,1
716,2020-05-01,1,P,38,205000,3.599,92500,R,360,0,,58.571,66.0,5,1,25-34,1124830,0,0,1
798,2020-04-01,1,I,30-<36,525000,4.25,91100,R,360,0,,45.0,76.0,5,2,45-54,1432073,0,0,1
803,2020-05-01,1,P,38,765000,3.375,90700,P,360,0,,80.0,167.0,2,1,35-44,6719270,0,0,1
782,2020-05-01,1,P,44,455000,3.625,90600,R,360,0,,69.97,181.0,2,2,35-44,2428356,0,0,1
745,2020-05-01,1,P,47,215000,3.625,92300,P,360,0,,96.5,56.0,6,2,25-34,3955083,0,0,1
757,2020-05-01,1,P,30-<36,445000,3.875,94600,R,360,0,,65.672,152.0,2,2,25-34,6893511,0,0,1
732,2020-05-01,1,P,20-<30,405000,2.75,93900,R,180,0,,38.571,168.0,5,1,55-64,1125243,0,0,1
714,2020-05-01,1,P,20-<30,145000,2.625,92000,R,180,0,,43.043,74.0,5,2,45-54,1182794,0,0,1
730,2020-05-01,1,P,30-<36,535000,2.499,94500,R,180,0,,59.444,216.0,6,2,55-64,1125907,0,0,1
799,2020-05-01,1,P,49,315000,2.729,77000,R,180,0,,78.358,94.0,5,1,25-34,1103171,0,0,1
797,2020-05-01,1,P,20-<30,145000,2.793,93600,R,180,0,,55.002,54.0,5,1,25-34,1126836,0,0,1
664,2020-05-01,1,P,42,355000,3.375,95400,R,360,1,2022-01-01,75.958,88.0,5,1,25-34,818021,0,0,1
669,2020-05-01,1,I,47,575000,4.875,91300,P,360,0,,62.162,261.0,5,1,55-64,2425434,0,0,1
773,2020-05-01,1,P,42,415000,3.0,78700,R,180,0,,74.6,171.0,2,1,45-54,3588434,0,0,1
807,2020-05-01,1,P,20-<30,765000,3.625,11200,R,360,0,,42.42,880.0,5,1,35-44,3666524,0,0,1
765,2020-05-01,1,P,20-<30,125000,3.381,95900,R,360,0,,36.127,38.0,5,1,55-64,1101090,0,0,1
765,2020-05-01,1,P,20-<30,415000,3.375,34100,R,360,0,,66.4,156.0,5,1,25-34,1087300,0,0,1
754,2020-05-01,1,P,20-<30,135000,3.45,34600,R,360,0,,91.216,39.0,5,2,25-34,1126590,0,0,1
758,2020-05-01,1,P,45,195000,3.25,32600,R,360,0,,63.803,53.0,2,1,25-34,1126963,0,0,1
799,2020-05-01,1,S,20-<30,405000,3.375,92200,R,360,0,,72.321,346.0,5,2,55-64,1125501,0,0,1
775,2020-05-01,1,P,20-<30,225000,3.25,75100,R,240,0,,83.315,122.0,6,1,35-44,1126608,0,0,1
800,2020-05-01,1,P,<20,425000,3.125,11900,R,240,0,,65.385,626.0,5,2,45-54,1124942,0,0,1
801,2020-05-01,1,P,20-<30,225000,3.25,33400,R,240,0,,56.25,105.0,5,1,35-44,1127240,0,0,1
727,2020-05-01,1,P,47,425000,3.5,95400,P,360,0,,66.929,131.0,5,1,55-64,6580801,0,0,1
760,2020-05-01,1,P,41,395000,3.375,95400,R,360,0,,83.158,99.0,5,2,25-34,6580890,0,0,1
736,2020-05-01,1,P,30-<36,675000,3.5,94600,R,360,0,,77.35632,170.0,5,2,35-44,3908851,0,0,1
737,2020-05-01,1,P,42,135000,3.75,32700,R,324,0,,79.33,69.0,5,1,35-44,222594,0,0,1
716,2020-05-01,1,P,30-<36,205000,3.75,32800,R,240,0,,76.14,107.0,5,1,35-44,226144,0,0,1
698,2020-05-01,1,P,37,135000,3.99,77600,R,360,0,,48.28,76.0,5,2,35-44,186804,0,0,1
776,2020-05-01,1,P,30-<36,295000,3.99,77300,R,360,0,,95.0,105.0,5,1,25-34,230363,0,0,1
771,2020-05-01,1,P,43,155000,3.75,14400,R,300,0,,77.7,59.0,5,2,65-74,210736,0,0,1
711,2020-05-01,1,P,30-<36,305000,3.125,33400,R,348,1,2020-08-01,61.0,103.0,5,1,35-44,216360,1,1,1
726,2020-05-01,1,P,49,275000,3.125,77000,R,240,0,,68.7,86.0,2,1,25-34,242398,0,0,1
800,2020-05-01,1,P,30-<36,245000,2.875,90700,R,180,0,,37.965,127.0,6,1,55-64,6804816,0,0,1
807,2020-05-01,1,P,20-<30,155000,3.0,33500,R,180,0,,59.0,93.0,5,2,65-74,58759,0,0,1
