credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
803,2020-04-01,1,P,49,255000,3.75,90600,R,360,0,,1,39.231,83.0,6,1,65-74,1063212,0,0
766,2020-04-01,1,P,47,555000,3.56,93000,P,360,0,,1,73.51,111.0,5,2,35-44,1062503,0,0
819,2020-05-01,1,S,30-<36,125000,3.5,79600,P,360,0,,1,80.0,141.0,5,1,65-74,6310728,0,0
701,2020-04-01,1,P,20-<30,55000,4.125,34600,P,360,0,,1,47.826,65.0,5,1,25-34,3886180,0,0
652,2020-03-01,1,P,20-<30,135000,3.75,77900,P,180,0,,1,95.0,120.0,6,2,45-54,5973996,0,0
704,2020-03-01,1,P,41,575000,4.5,95000,R,360,0,,1,80.0,144.0,5,1,65-74,3781623,0,0
741,2020-04-01,1,P,36,285000,3.625,93400,R,360,0,,1,84.95,69.0,5,1,35-44,710337,0,0
731,2020-05-01,1,P,30-<36,105000,3.5,34700,R,360,0,,1,41.667,42.0,5,1,>74,2594601,0,0
717,2020-04-01,1,S,<20,385000,2.99,32900,R,180,0,,1,55.0,872.0,5,1,45-54,774759,0,0
704,2020-04-01,1,P,45,225000,4.125,77400,P,360,0,,1,95.0,90.0,5,1,35-44,3823713,0,0
751,2020-04-01,1,P,46,205000,2.99,33000,R,180,0,,1,61.378,71.0,6,1,25-34,774836,0,0
664,2020-04-01,1,P,43,455000,3.99,33600,P,360,0,,1,70.0,215.0,5,2,35-44,5980803,0,0
737,2020-04-01,1,I,39,125000,3.5,93600,R,120,0,,1,46.992,72.0,5,1,55-64,3529042,0,0
782,2020-04-01,1,P,40,335000,3.25,95600,R,360,0,,1,72.913,88.0,5,2,35-44,1841890,0,0
786,2020-04-01,1,P,49,285000,3.375,78100,P,360,0,,1,100.0,47.0,5,1,55-64,6680029,0,0
754,2020-04-01,1,P,20-<30,285000,3.6,34900,P,360,0,,1,95.0,147.0,5,1,35-44,775029,0,0
725,2020-04-01,1,P,37,265000,3.25,91900,R,360,0,,1,58.778,95.0,6,1,35-44,762931,0,0
728,2020-04-01,1,P,47,305000,3.6,90700,R,360,0,,1,74.988,91.0,2,2,35-44,763462,0,0
808,2020-04-01,1,P,41,365000,3.99,33400,P,360,0,,1,95.0,130.0,5,1,25-34,7559019,0,0
769,2020-04-01,1,P,20-<30,255000,3.625,90800,R,360,0,,1,78.107,91.0,5,2,35-44,3095647,0,0
763,2020-04-01,1,P,49,325000,3.75,90200,R,360,0,,1,69.94,71.0,6,1,55-64,6287057,0,0
747,2020-04-01,1,P,39,195000,3.5,92200,P,360,0,,1,95.0,42.0,6,2,<25,3516264,0,0
786,2020-04-01,1,P,30-<36,175000,4.25,92200,R,360,0,,1,62.54,61.0,5,2,65-74,7292456,0,0
685,2020-04-01,1,S,44,155000,4.375,77400,P,360,0,,1,90.0,75.0,5,2,65-74,3497849,0,0
776,2020-04-01,1,P,49,165000,3.625,32200,R,360,0,,1,55.0,65.0,5,1,>74,6011487,0,0
811,2020-04-01,1,P,<20,155000,3.5,95900,R,360,0,,1,51.014,141.0,5,1,35-44,714870,0,0
712,2020-04-01,1,P,38,385000,4.1,92800,P,360,0,,1,95.0,88.0,6,2,45-54,762124,0,0
676,2020-04-01,1,P,20-<30,595000,4.0,94500,R,360,0,,1,79.2,199.0,5,1,25-34,3781682,0,0
777,2020-06-01,1,P,20-<30,595000,4.0,94500,R,360,0,,1,79.2,199.0,5,1,25-34,3781682,0,0
670,2020-04-01,1,S,20-<30,185000,4.375,78100,P,360,0,,1,90.0,250.0,5,1,55-64,5931659,0,0
741,2020-05-01,1,P,30-<36,425000,3.25,33600,R,240,0,,1,69.024,300.0,5,1,45-54,5074730,0,0
804,2020-04-01,1,P,49,465000,3.5,32500,R,360,0,,1,71.462,145.0,5,1,>74,5066894,0,0
735,2020-04-01,1,P,30-<36,215000,3.0,95400,R,180,0,,1,75.175,129.0,5,1,25-34,2998951,0,0
678,2020-04-01,1,P,20-<30,145000,3.125,32600,R,180,0,,1,49.153,67.0,5,2,35-44,2600982,0,0
766,2020-04-01,1,P,45,225000,3.5,32500,P,360,0,,1,,63.0,5,1,25-34,4412402,0,0
795,2020-04-01,1,P,43,225000,3.625,32000,P,360,0,,1,52.94,56.0,5,1,>74,194686,0,0
785,2020-04-01,1,P,20-<30,315000,3.125,93900,R,240,0,,1,70.0,138.0,6,1,35-44,209896,0,0
773,2020-04-01,1,P,<20,265000,3.0,92600,P,180,0,,1,62.353,207.0,5,1,25-34,2987592,0,0
808,2020-04-01,1,P,46,315000,3.5,92800,R,360,0,,1,78.57,101.0,5,2,45-54,2974624,0,0
783,2020-04-01,1,P,47,75000,4.125,33700,P,360,1,2020-09-01,1,65.0,36.0,5,2,65-74,7558549,1,1
750,2020-04-01,1,P,<20,135000,4.0,32700,P,360,0,,1,93.1,130.0,5,1,45-54,7559495,0,0
778,2020-04-01,1,I,44,135000,4.125,92200,P,180,0,,1,75.0,180.0,5,1,35-44,7535922,0,0
793,2020-04-01,1,P,40,175000,3.875,77000,R,360,0,,1,75.441,65.0,3,1,55-64,5214267,0,0
819,2020-04-01,1,P,30-<36,175000,3.349,75000,P,360,0,,1,53.846,114.0,1,1,35-44,1088705,0,0
794,2020-04-01,1,P,30-<36,175000,3.217,75100,R,360,0,,1,73.118,96.0,5,1,45-54,1059102,0,0
794,2020-03-01,1,I,30-<36,205000,3.875,75000,P,180,0,,1,80.0,237.0,2,2,35-44,7236309,0,0
748,2020-04-01,1,P,40,375000,3.25,91000,R,360,0,,1,59.2,96.0,5,2,55-64,2459909,0,0
798,2020-04-01,1,P,46,165000,3.625,95600,R,360,0,,1,69.0,41.0,5,2,65-74,3687233,0,0
791,2020-04-01,1,I,38,175000,3.813,92800,P,240,0,,1,41.17,220.0,2,1,45-54,7549851,0,0
677,2020-04-01,1,S,44,315000,4.624,93200,P,360,0,,1,90.0,83.0,6,2,25-34,6491998,0,0
790,2020-03-01,1,I,<20,115000,4.4,77300,P,360,0,,1,74.19,162.0,5,1,45-54,7559545,0,0
801,2020-05-01,1,P,49,195000,3.375,92000,R,360,0,,1,46.588,52.0,5,2,65-74,3007306,0,0
787,2020-05-01,1,P,20-<30,475000,3.375,92600,R,180,0,,1,43.182,229.0,2,1,45-54,1065996,0,0
804,2020-05-01,1,P,47,185000,3.375,95800,R,180,0,,1,46.25,46.0,5,2,65-74,1061927,0,0
759,2020-04-01,3,I,20-<30,185000,4.375,93200,R,240,0,,1,56.923,482.0,6,1,35-44,1060080,0,0
765,2020-04-01,1,I,30-<36,145000,4.145,76000,R,240,0,,1,65.909,132.0,2,2,25-34,1090162,0,0
783,2020-04-01,1,P,20-<30,315000,3.25,93900,R,360,0,,1,42.984,88.0,5,2,55-64,1969253,0,0
793,2020-04-01,1,P,45,445000,3.625,33000,P,360,0,,1,95.0,98.0,3,1,25-34,2985859,0,0
714,2020-04-01,1,P,37,685000,4.125,95000,R,360,0,,1,88.961,177.0,5,2,45-54,6659579,0,0
744,2020-04-01,1,P,48,155000,3.625,33500,P,360,0,,1,60.0,36.0,5,1,<25,3142882,0,0
660,2020-04-01,1,S,30-<36,245000,4.375,32900,P,360,0,,1,70.0,106.0,3,1,55-64,5362991,0,0
768,2020-04-01,2,P,20-<30,165000,3.625,33600,R,360,1,2020-06-01,1,79.417,73.0,6,1,25-34,5980758,1,1
761,2020-04-01,1,P,46,705000,3.625,92600,P,360,0,,1,89.899,133.0,5,1,55-64,6300274,0,0
747,2020-04-01,1,P,40,415000,3.5,92500,R,360,0,,1,78.113,120.0,5,1,25-34,6514782,0,0
796,2020-05-01,1,P,36,495000,3.5,92000,R,360,0,,1,43.82,93.0,5,1,65-74,7292709,0,0
791,2020-04-01,1,P,30-<36,365000,3.497,95400,R,360,0,,1,66.364,88.0,6,2,35-44,1065451,0,0
792,2020-04-01,1,S,20-<30,415000,3.331,95400,R,360,0,,1,44.865,155.0,5,1,35-44,1061492,0,0
780,2020-05-01,1,P,37,315000,3.357,91300,R,240,0,,1,53.846,111.0,6,1,35-44,1065516,0,0
803,2020-04-01,1,P,30-<36,275000,3.5,92100,R,360,0,,1,75.0,97.0,5,2,35-44,5680826,0,0
787,2020-04-01,1,P,<20,245000,3.625,92000,R,360,0,,1,58.333,120.0,6,1,55-64,1065161,0,0
733,2020-04-01,1,P,<20,135000,3.625,78600,R,360,0,,1,40.48,106.0,5,2,65-74,3798430,0,0
678,2020-04-01,1,P,38,95000,4.25,13300,P,360,0,,1,75.0,50.0,5,2,35-44,6129858,0,0
798,2020-04-01,1,P,39,435000,3.375,75200,R,360,0,,1,29.513,250.0,5,1,55-64,2921037,0,0
689,2020-04-01,1,P,38,365000,3.75,77000,P,360,0,,1,54.887,115.0,5,2,55-64,5814454,0,0
705,2020-04-01,1,P,43,415000,3.99,78700,P,360,0,,1,95.0,114.0,5,2,25-34,3525885,0,0
808,2020-04-01,1,I,44,165000,3.625,32000,P,360,0,,1,75.0,40.0,5,2,65-74,5217579,0,0
688,2020-04-01,1,P,<20,255000,4.125,93600,P,360,0,,1,85.0,110.0,5,1,35-44,6308382,0,0
752,2020-04-01,1,P,42,245000,3.75,34600,R,360,1,2020-10-01,1,95.0,65.0,5,2,25-34,2409900,1,1
809,2020-04-01,1,P,36,295000,3.99,95800,P,360,0,,1,90.0,81.0,2,1,25-34,5023543,0,0
709,2020-04-01,1,P,46,395000,4.375,92500,P,360,0,,1,94.99,117.0,6,2,25-34,3495510,0,0
740,2020-04-01,1,P,38,185000,3.0,77300,R,180,0,,1,58.67,220.0,5,1,45-54,4604332,0,0
778,2020-04-01,1,P,<20,295000,3.25,76000,P,180,0,,1,60.825,200.0,5,1,35-44,5823507,0,0
749,2020-04-01,1,P,<20,395000,3.25,33400,R,360,0,,1,59.242,395.0,5,1,35-44,7341704,0,0
752,2020-05-01,1,P,30-<36,345000,3.25,91700,R,300,0,,1,72.0,131.0,2,1,45-54,6008739,0,0
701,2020-04-01,1,P,41,245000,3.375,78600,R,360,0,,1,77.0,232.0,3,1,65-74,3869343,0,0
641,2020-04-01,1,P,20-<30,85000,3.875,78500,R,360,1,2020-10-01,1,53.0,46.0,6,1,25-34,56737,1,1
803,2020-04-01,1,P,47,105000,4.125,78200,R,360,0,,1,58.23,106.0,5,2,65-74,312384,0,0
810,2020-04-01,1,P,40,215000,3.99,75000,P,360,0,,1,,58.0,6,1,<25,4403429,0,0
719,2020-04-01,1,P,20-<30,185000,3.499,95600,R,300,0,,1,56.923,55.0,5,2,35-44,3437920,0,0
757,2020-04-01,1,P,30-<36,305000,3.625,92200,R,360,0,,1,83.568,149.0,5,1,45-54,3911251,0,0
704,2020-04-01,1,S,41,225000,4.49,32800,P,360,0,,1,90.0,156.0,5,2,35-44,3828393,0,0
789,2020-04-01,1,I,<20,125000,4.875,77000,P,360,0,,1,80.0,139.0,3,2,45-54,3813065,0,0
791,2020-05-01,1,P,<20,485000,3.625,10500,P,360,0,,1,59.146,468.0,5,1,45-54,2986398,0,0
763,2020-05-01,1,P,38,665000,3.375,91700,P,360,0,,1,95.0,151.0,3,1,35-44,5620201,0,0
790,2020-04-01,1,P,30-<36,105000,3.375,76200,R,180,0,,1,47.0,73.0,3,2,35-44,5632068,0,0
791,2020-04-01,1,P,46,245000,3.875,77400,P,360,0,,1,90.0,68.0,2,2,25-34,3098345,0,0
788,2020-05-01,1,P,41,465000,3.875,10500,P,360,0,,1,95.0,141.0,5,1,35-44,5622690,0,0
727,2020-04-01,1,P,20-<30,135000,3.375,33400,P,180,0,,1,50.943,270.0,5,1,65-74,3255734,0,0
724,2020-04-01,1,I,36,265000,3.625,95800,R,360,0,,1,50.962,125.0,5,1,55-64,7306180,0,0
796,2020-04-01,1,I,47,345000,4.25,95100,P,360,0,,1,75.0,112.0,5,1,65-74,7305652,0,0
795,2020-04-01,1,P,39,185000,3.25,32900,R,360,0,,1,74.206,46.0,5,2,25-34,2476281,0,0
670,2020-04-01,1,I,30-<36,105000,5.0,77400,P,360,0,,1,75.0,70.0,5,1,45-54,7305173,0,0
740,2020-04-01,1,P,30-<36,365000,3.5,32800,R,360,1,2020-07-01,1,82.955,128.0,5,2,25-34,6319796,1,1
806,2020-04-01,1,P,40,275000,3.25,93000,R,360,0,,1,44.788,57.0,2,2,35-44,7306043,0,0
707,2020-04-01,1,P,40,435000,3.625,92700,P,360,0,,1,69.048,91.0,5,1,55-64,7306223,0,0
746,2020-04-01,1,P,44,315000,3.0,78700,R,180,0,,1,74.118,101.0,2,1,35-44,4280405,0,0
723,2020-04-01,1,P,30-<36,765000,3.75,95000,R,360,0,,1,94.444,275.0,6,1,35-44,7305961,0,0
692,2020-04-01,1,P,20-<30,95000,3.375,75000,P,180,0,,1,95.0,78.0,5,1,35-44,7319975,0,0
717,2020-04-01,1,P,39,425000,3.375,92800,R,360,0,,1,68.48,94.0,6,1,45-54,5471119,0,0
642,2020-05-01,1,P,30-<36,185000,4.25,76000,P,360,0,,1,95.0,113.0,5,2,35-44,2645703,0,0
764,2020-04-01,1,P,44,175000,3.375,91700,R,360,0,,1,47.74,62.0,2,2,55-64,4549104,0,0
812,2020-04-01,1,P,20-<30,205000,3.25,76500,P,180,0,,1,50.649,151.0,5,1,45-54,5823501,0,0
738,2020-05-01,1,I,20-<30,345000,4.125,10900,R,360,0,,1,69.04,20.0,5,1,25-34,6308850,0,0
673,2020-04-01,1,P,20-<30,565000,3.875,92800,R,360,0,,1,74.83,202.0,1,1,35-44,1840826,0,0
770,2020-04-01,1,P,30-<36,605000,3.875,90500,R,360,0,,1,71.176,161.0,5,1,35-44,2424087,0,0
724,2020-04-01,1,P,20-<30,355000,3.25,33900,R,180,0,,1,74.06,147.0,5,2,25-34,7556035,0,0
789,2020-04-01,1,P,20-<30,255000,3.25,93600,R,180,0,,1,51.0,179.0,5,2,65-74,3666295,0,0
626,2020-04-01,1,P,40,425000,3.875,91700,P,360,0,,1,52.0,89.0,5,1,55-64,5640014,0,0
786,2020-04-01,1,I,20-<30,275000,4.25,95300,P,360,0,,1,67.07,173.0,5,2,65-74,3666334,0,0
793,2020-04-01,1,P,<20,25000,3.0,33900,P,180,0,,1,6.49,72.0,5,1,55-64,6610897,0,0
670,2020-05-01,1,P,30-<36,235000,5.0,33400,P,360,0,,1,80.0,69.0,5,1,25-34,3000288,0,0
750,2020-05-01,1,P,<20,335000,3.5,75000,P,360,0,,1,77.011,191.0,5,1,25-34,2426814,0,0
783,2020-05-01,1,P,30-<36,265000,3.625,33700,R,240,0,,1,77.225,185.0,5,1,45-54,947082,0,0
725,2020-05-01,1,I,<20,285000,4.875,32800,P,360,0,,1,80.0,245.0,2,1,45-54,2997654,0,0
763,2020-03-01,2,I,48,505000,4.75,92700,R,360,0,,1,72.14,200.0,2,1,35-44,3386298,0,0
737,2020-04-01,1,P,30-<36,285000,3.874,32700,P,360,0,,1,95.0,71.0,6,2,25-34,2597769,0,0
753,2020-04-01,1,P,39,455000,3.75,95100,R,324,0,,1,66.76,114.0,6,1,55-64,172350,0,0
695,2020-04-01,1,P,40,455000,3.99,95300,R,288,0,,1,73.46,132.0,2,2,35-44,202568,0,0
785,2020-04-01,1,P,30-<36,285000,3.56,95600,P,360,0,,1,80.0,62.0,6,2,25-34,208488,0,0
775,2020-04-01,1,P,30-<36,125000,3.625,13400,R,240,0,,1,78.18,58.0,5,1,45-54,209178,0,0
810,2020-04-01,1,P,30-<36,195000,3.875,33400,R,240,0,,1,59.63,140.0,5,1,45-54,203298,0,0
760,2020-04-01,1,S,<20,115000,3.25,33900,P,180,0,,1,41.81,133.0,5,1,65-74,230299,0,0
747,2020-05-01,1,S,<20,115000,3.25,33900,P,180,0,,1,41.81,133.0,5,1,65-74,230299,0,0
795,2020-04-01,1,P,30-<36,685000,3.25,94500,R,240,0,,1,63.278,242.0,5,1,35-44,2968,0,0
791,2020-04-01,1,P,30-<36,615000,3.56,95100,R,360,0,,1,75.0,148.0,2,2,35-44,217923,0,0
772,2020-04-01,1,P,30-<36,405000,3.5,32900,R,360,0,,1,65.85,112.0,5,2,25-34,218086,0,0
736,2020-03-01,1,P,44,265000,3.125,11700,R,180,0,,1,43.802,151.0,5,1,55-64,6890925,0,0
740,2020-03-01,1,P,<20,305000,2.875,11500,R,180,0,,1,50.413,253.0,6,2,35-44,6878916,0,0
767,2020-03-01,1,P,38,175000,3.25,11200,R,180,0,,1,20.231,177.0,5,1,65-74,6880987,0,0
804,2020-03-01,1,P,<20,185000,3.125,11100,R,180,0,,1,25.769,403.0,5,2,45-54,6890580,0,0
817,2020-03-01,1,P,30-<36,185000,3.125,12400,R,180,0,,1,54.353,96.0,5,2,45-54,6880714,0,0
670,2020-04-01,1,P,42,355000,3.125,11900,R,180,0,,1,64.545,256.0,5,1,45-54,3842071,0,0
786,2020-04-01,1,P,20-<30,325000,3.0,12000,P,180,0,,1,68.421,203.0,5,1,55-64,6885496,0,0
746,2020-04-01,1,P,43,115000,3.625,14500,P,360,0,,1,96.5,40.0,5,1,45-54,7473961,0,0
774,2020-04-01,1,P,37,345000,3.0,33300,R,180,0,,1,50.365,161.0,5,1,45-54,6416838,0,0
783,2020-04-01,1,P,39,335000,3.0,34200,P,180,0,,1,90.0,92.0,5,1,55-64,5980154,0,0
799,2020-04-01,1,P,20-<30,325000,2.875,91900,R,180,0,,1,54.167,145.0,5,1,35-44,1424943,0,0
779,2020-04-01,1,P,30-<36,305000,3.0,94900,R,180,0,,1,23.019,152.0,5,2,35-44,6896473,0,0
759,2020-04-01,1,P,49,195000,3.125,94000,R,180,0,,1,16.525,50.0,2,2,55-64,6886140,0,0
763,2020-04-01,1,P,<20,195000,3.125,95400,R,180,0,,1,53.636,114.0,6,1,25-34,6913923,0,0
779,2020-04-01,1,P,30-<36,195000,3.125,92800,R,180,0,,1,28.429,66.0,2,1,65-74,1923624,0,0
728,2020-03-01,1,P,20-<30,125000,3.25,92500,R,180,0,,1,30.048,139.0,5,2,65-74,6880379,0,0
800,2020-04-01,1,I,30-<36,175000,4.5,34200,P,360,0,,1,80.0,62.0,2,1,55-64,6816508,0,0
791,2020-04-01,1,S,20-<30,105000,3.125,76200,P,120,0,,1,26.9,144.0,5,1,65-74,1656324,0,0
806,2020-04-01,1,I,30-<36,125000,3.75,32800,R,360,0,,1,71.609,98.0,5,1,45-54,1886891,0,0
710,2020-04-01,1,P,<20,65000,3.75,32900,P,180,0,,1,65.0,62.0,5,1,25-34,6879156,0,0
628,2020-04-01,1,P,20-<30,95000,3.75,33600,R,180,1,2020-07-01,1,29.51,91.0,6,1,55-64,1802200,1,1
797,2020-04-01,1,P,20-<30,605000,3.5,94500,R,180,0,,1,33.242,355.0,2,1,55-64,6886472,0,0
780,2020-04-01,1,P,<20,725000,3.25,94000,R,180,0,,1,27.885,570.0,5,1,45-54,6882170,0,0
626,2020-03-01,1,P,20-<30,315000,3.125,34700,R,180,1,2020-06-01,1,75.0,155.0,2,2,35-44,63654,1,1
785,2020-04-01,1,P,45,255000,3.25,91300,R,180,0,,1,30.0,78.0,6,2,55-64,6903102,0,0
767,2020-04-01,1,S,20-<30,425000,3.25,33900,R,180,0,,1,53.125,371.0,5,1,65-74,6903785,0,0
775,2020-04-01,1,P,37,305000,3.25,93000,R,180,0,,1,71.765,107.0,5,1,35-44,1868089,0,0
713,2020-03-01,1,P,20-<30,175000,3.375,14100,R,180,0,,1,47.945,162.0,5,2,55-64,5535772,0,0
705,2020-04-01,1,P,44,225000,3.99,76500,P,360,0,,1,95.0,104.0,6,1,45-54,5803245,0,0
788,2020-04-01,1,P,<20,505000,3.75,33400,R,360,0,,1,76.515,428.0,5,1,25-34,5807976,0,0
808,2020-04-01,1,I,<20,185000,4.0,75000,P,360,0,,1,75.0,326.0,2,1,45-54,6626462,0,0
775,2020-04-01,1,P,41,585000,3.25,11300,R,180,0,,1,55.189,175.0,2,1,25-34,1048665,0,0
796,2020-05-01,1,P,44,545000,4.25,11700,P,360,1,2020-07-01,1,77.86,118.0,2,1,55-64,2691596,1,1
774,2020-04-01,1,P,43,475000,3.279,93400,P,360,0,,1,70.37,81.0,5,1,25-34,1065648,0,0
811,2020-04-01,1,P,30-<36,295000,3.222,95100,R,360,0,,1,36.875,79.0,2,2,45-54,1080783,0,0
716,2020-05-01,1,P,41,245000,3.375,92100,P,360,0,,1,95.0,177.0,5,2,65-74,1064220,0,0
815,2020-04-01,1,P,20-<30,445000,3.478,94500,R,360,0,,1,44.545,165.0,5,2,55-64,1067089,0,0
807,2020-04-01,1,P,38,215000,3.25,33000,R,360,0,,1,74.88,57.0,2,2,25-34,502802,0,0
813,2020-04-01,1,P,46,325000,4.5,33500,P,360,0,,1,95.0,122.0,5,1,65-74,1081050,0,0
678,2020-04-01,1,P,30-<36,225000,4.25,32700,R,360,0,,1,82.904,82.0,5,2,35-44,1037976,0,0
693,2020-03-01,1,I,20-<30,225000,4.5,92200,P,360,0,,1,60.0,186.0,5,2,65-74,1045333,0,0
696,2020-04-01,1,P,44,335000,4.25,33100,R,360,0,,1,81.707,79.0,6,2,25-34,1062716,0,0
720,2020-04-01,1,P,38,365000,3.99,33800,R,360,0,,1,72.637,109.0,5,2,45-54,1089271,0,0
820,2020-05-01,1,I,30-<36,485000,4.375,95100,R,360,0,,1,39.184,523.0,2,2,45-54,1039960,0,0
702,2020-05-01,1,P,40,235000,3.745,33500,R,360,0,,1,94.677,86.0,5,1,25-34,1092505,0,0
785,2020-05-01,1,P,48,315000,3.744,33700,P,360,1,2020-11-01,1,80.0,82.0,5,2,65-74,1065118,1,1
789,2020-05-01,1,P,20-<30,385000,3.25,93300,R,240,0,,1,75.0,215.0,2,1,35-44,1066068,0,0
809,2020-04-01,1,P,20-<30,395000,3.125,95400,R,240,0,,1,60.708,138.0,5,1,45-54,1062284,0,0
797,2020-05-01,1,P,<20,465000,3.509,94500,R,360,0,,1,79.897,206.0,5,1,45-54,1066166,0,0
771,2020-04-01,1,P,<20,215000,3.875,32400,P,360,0,,1,77.3,106.0,5,1,25-34,5051464,0,0
744,2020-04-01,1,P,20-<30,315000,3.75,33400,R,360,0,,1,75.0,160.0,5,1,45-54,48929,0,0
716,2020-05-01,1,I,45,205000,3.783,93400,R,360,0,,1,35.043,72.0,5,1,65-74,1065517,0,0
754,2020-04-01,1,P,43,315000,3.45,33000,R,324,0,,1,79.987,90.0,2,1,35-44,1080166,0,0
796,2020-05-01,1,P,<20,315000,3.625,33300,P,360,0,,1,90.0,340.0,5,1,45-54,1061818,0,0
749,2020-04-01,1,P,37,235000,3.625,33800,P,360,0,,1,96.5,74.0,5,1,35-44,813135,0,0
789,2020-05-01,4,I,20-<30,755000,3.0,94700,R,180,0,,1,51.186,142.0,5,1,45-54,2988019,0,0
823,2020-05-01,1,I,30-<36,315000,4.5,95100,R,360,0,,1,73.81,266.0,2,2,25-34,3232020,0,0
777,2020-05-01,1,P,30-<36,475000,3.375,76000,P,360,0,,1,80.0,113.0,5,1,55-64,2017463,0,0
792,2020-04-01,1,S,30-<36,295000,3.375,34100,R,180,0,,1,53.0,246.0,5,1,45-54,5624801,0,0
817,2020-05-01,1,S,46,165000,3.5,92100,P,360,0,,1,21.0,56.0,6,1,55-64,5578852,0,0
802,2020-05-01,1,P,30-<36,175000,3.0,34200,P,180,0,,1,55.731,70.0,5,2,65-74,1395991,0,0
711,2020-04-01,1,P,44,505000,3.875,94500,R,360,0,,1,85.58407,121.0,6,2,55-64,3907513,0,0
750,2020-04-01,1,P,49,105000,4.0,33900,P,360,0,,1,95.0,27.0,3,2,25-34,3886730,0,0
753,2020-04-01,1,P,20-<30,435000,3.308,11700,R,300,0,,1,79.091,169.0,5,2,25-34,1047948,0,0
762,2020-04-01,1,P,30-<36,555000,3.99,91300,R,360,0,,1,82.707,165.0,2,1,55-64,2799447,0,0
754,2020-04-01,1,P,40,475000,3.625,77400,P,360,0,,1,95.0,180.0,5,1,35-44,3567573,0,0
768,2020-05-01,1,P,38,415000,3.625,11300,P,360,0,,1,58.042,69.0,5,1,45-54,2421263,0,0
751,2020-04-01,1,I,30-<36,125000,4.375,77000,R,360,0,,1,75.0,146.0,5,1,45-54,3886967,0,0
762,2020-04-01,1,P,37,425000,3.5,91700,R,360,0,,1,88.771,123.0,6,1,25-34,7540154,0,0
728,2020-04-01,1,P,30-<36,205000,3.625,10900,R,240,0,,1,83.551,146.0,5,1,35-44,7844936,0,0
779,2020-04-01,1,P,38,405000,3.75,94900,R,240,0,,1,,108.0,5,2,55-64,7838416,0,0
790,2020-04-01,1,P,20-<30,275000,3.75,78200,R,360,0,,1,61.0,184.0,5,1,45-54,7836547,0,0
808,2020-04-01,1,P,43,375000,3.875,94900,R,295,0,,1,44.0,77.0,5,1,55-64,7841999,0,0
790,2020-04-01,1,P,41,445000,3.875,90600,R,360,0,,1,,130.0,6,1,35-44,7837011,0,0
756,2020-04-01,1,P,30-<36,375000,3.375,90800,R,180,0,,1,55.147,113.0,2,2,65-74,6555423,0,0
781,2020-05-01,1,P,48,565000,4.25,92100,P,360,0,,1,89.683,120.0,5,1,25-34,1066223,0,0
748,2020-04-01,1,P,30-<36,515000,3.875,92100,R,360,0,,1,75.0,144.0,2,2,25-34,5625487,0,0
741,2020-04-01,1,P,49,765000,3.875,92700,P,360,0,,1,73.913,275.0,5,2,35-44,1069167,0,0
801,2020-04-01,1,S,20-<30,155000,3.125,34100,P,180,0,,1,75.0,138.0,5,1,65-74,5889510,0,0
806,2020-04-01,1,P,20-<30,145000,3.5,77400,R,180,0,,1,50.37,109.0,3,2,45-54,169974,0,0
797,2020-04-01,1,P,20-<30,85000,3.5,77500,R,180,0,,1,36.957,90.0,5,2,55-64,3846054,0,0
689,2020-04-01,1,P,20-<30,135000,3.75,34200,P,360,0,,1,40.209,100.0,6,1,35-44,2156446,0,0
730,2020-04-01,1,I,39,135000,3.875,33900,R,180,0,,1,57.447,119.0,5,1,45-54,5981196,0,0
766,2020-04-01,1,P,30-<36,165000,2.99,10700,P,180,0,,1,70.0,68.0,5,1,25-34,2808997,0,0
802,2020-04-01,1,P,<20,195000,3.75,32500,R,360,0,,1,79.268,80.0,5,1,35-44,5216058,0,0
661,2020-03-01,1,I,30-<36,395000,4.375,11500,P,360,0,,1,49.686,145.0,5,1,65-74,4399708,0,0
765,2020-04-01,1,P,42,535000,3.5,91200,R,360,0,,1,53.5,145.0,5,1,45-54,2797612,0,0
720,2020-04-01,1,P,44,165000,3.625,95800,P,360,0,,1,89.99,120.0,5,2,65-74,2201406,0,0
763,2020-04-01,1,P,47,385000,3.875,95600,P,360,0,,1,95.0,82.0,2,1,35-44,3944901,0,0
733,2020-05-01,1,I,36,225000,3.875,33400,P,180,0,,1,75.0,186.0,3,2,55-64,2986679,0,0
767,2020-04-01,1,P,30-<36,225000,2.99,77400,R,120,0,,1,79.035,144.0,2,1,35-44,2808034,0,0
811,2020-04-01,1,P,39,75000,3.875,78600,P,360,0,,1,29.7,36.0,5,1,65-74,7412443,0,0
800,2020-04-01,1,P,45,325000,3.375,92000,R,360,0,,1,68.8,73.0,5,1,55-64,207130,0,0
674,2020-05-01,1,P,46,215000,3.5,92300,P,360,0,,1,51.807,79.0,5,1,>74,3929134,0,0
800,2020-04-01,1,P,20-<30,305000,2.99,33300,R,180,0,,1,55.45,146.0,5,1,45-54,1469669,0,0
807,2020-04-01,1,P,<20,485000,3.0,32000,R,180,0,,1,49.24,441.0,5,1,45-54,1469619,0,0
804,2020-05-01,1,P,20-<30,185000,3.375,10500,P,360,0,,1,23.567,158.0,5,1,45-54,1061443,0,0
